Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",10,,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",11,,Número del parámetro,(véase la Tabla de cifrado 4.2),,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",12-13,,Tipo de componente químico atmosférico,(véase la Tabla de cifrado 4.230),,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",14,,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",15,,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",16,,Identificador del proceso de producción del análisis o de la predicción (definido por el centro de origen),,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",17-18,,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota 1),,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",19,,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",20,,Indicador de la unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",21-24,,"Hora de predicción, en unidades definidas mediante el octeto 20",(véase la nota 2),,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",25,,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",26,,Factor de escala de la primera superficie especificada,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",27-30,,Valor a escala de la primera superficie especificada,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",31,,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",32,,Factor de escala de la segunda superficie especificada,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",33-36,,Valor a escala de la segunda superficie especificada,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",37-38,,Año,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",39,,Mes,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",40,,Día,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",41,,Hora,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",42,,Minuto,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",43,,Segundo,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",44,,n - Número de especificaciones descriptivas de los intervalos de tiempo utilizados para calcular el campo procesado estadísticamente,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",45-48,,Número total de valores de datos faltantes en el proceso estadístico,,,,,Operational
"Valores promediados, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",,,49-60 Especificación del intervalo de tiempo más remoto (o intervalo de tiempo único) abarcado por el procesamiento estadístico,,,,,Operational
