ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/155/10,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",10,1,Categoría del parámetro,((véase la Tabla de cifrado 4.1)),,4.1,,Operational,AI Engine
grib2/4/155/11,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",11,1,Número de parámetro,((véase la Tabla de cifrado 4.2)),,4.2,,Operational,AI Engine
grib2/4/155/12,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",12,1,Tipo de proceso de producción,((véase la Tabla de cifrado 4.3)),,4.3,,Operational,AI Engine
grib2/4/155/13,"Repronóstico individual de gran conjunto, controlado y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo.",13,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,AI Engine
grib2/4/155/14,"Pronóstico retrospectivo individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo.",14,1,Identificador del proceso de producción de la previsión (definido por el centro de origen),,,,,Operational,AI Engine
grib2/4/155/15-16,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",15-16,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,((véase la nota 1)),33,,,Operational,AI Engine
grib2/4/155/17,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",17,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,AI Engine
grib2/4/155/18,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",18,1,Indicador de la unidad del intervalo de tiempo,((véase la Tabla de cifrado 4.4)),,4.4,,Operational,AI Engine
grib2/4/155/19-22,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",19-22,4,Hora de la predicción expresada en la unidad precisada por el octeto 18,((véase la nota 2)),111,,,Operational,AI Engine
grib2/4/155/23,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",23,1,Tipo de la primera superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI Engine
grib2/4/155/24,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",24,1,Factor de escala de la primera superficie especificada,,,,,Operational,AI Engine
grib2/4/155/25-28,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",25-28,4,Valor ajustado de la primera superficie especificada,,,,,Operational,AI Engine
grib2/4/155/29,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",29,1,Tipo de la segunda superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI Engine
grib2/4/155/30,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",30,1,Factor de escala de la segunda superficie especificada,,,,,Operational,AI Engine
grib2/4/155/31-34,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",31-34,4,Valor ajustado de la segunda superficie especificada,,,,,Operational,AI Engine
grib2/4/155/35,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",35,1,Tipo de predicción por conjuntos,((véase la Tabla de cifrado 4.6)),,4.6,,Operational,AI Engine
grib2/4/155/36-39,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",36-39,4,Número de la perturbación,,,,,Operational,AI Engine
grib2/4/155/40-43,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",40-43,4,Número de predicciones en el conjunto,,,,,Operational,AI Engine
grib2/4/155/44-45,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",44-45,2,Año de la fecha de versión del modelo,((véase la nota 3)),127,,,Operational,AI Engine
grib2/4/155/46,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",46,1,Mes de la fecha de versión del modelo,,,,,Operational,AI Engine
grib2/4/155/47,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",47,1,Día de la fecha de versión del modelo,,,,,Operational,AI Engine
grib2/4/155/48,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",48,1,Hora de la fecha de versión del modelo,,,,,Operational,AI Engine
grib2/4/155/49,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",49,1,Minuto de la fecha de versión del modelo,,,,,Operational,AI Engine
grib2/4/155/50,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",50,1,Segundo de la fecha de versión del modelo,,,,,Operational,AI Engine
grib2/4/155/51-52,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",51-52,2,Año del final del intervalo total de tiempo,,,,,Operational,AI Engine
grib2/4/155/53,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",53,1,Mes del final del intervalo total de tiempo,,,,,Operational,AI Engine
grib2/4/155/54,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",54,1,Día del final del intervalo total de tiempo,,,,,Operational,AI Engine
grib2/4/155/55,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",55,1,Hora del final del intervalo total de tiempo,,,,,Operational,AI Engine
grib2/4/155/56,"Repronóstico individual de gran conjunto, control y perturbado, a nivel horizontal o en una capa horizontal, en un intervalo de tiempo continuo o no continuo",56,1,Minuto del final del intervalo total de tiempo,,,,,Operational,AI Engine
