ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/3/40/15,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,15,,Forma de la Tierra,véase la Tabla de cifrado 3.2,,,,Operational,Original
grib2/3/40/16,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,16,,Factor de escala del radio de la Tierra esférica,,,,,Operational,Original
grib2/3/40/17-20,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,17-20,,Valor ajustado del radio de la Tierra esférica,,,,,Operational,Original
grib2/3/40/21,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,21,,Factor de escala del eje mayor de la Tierra esferoidal achatada,,,,,Operational,Original
grib2/3/40/22-25,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,22-25,,Valor ajustado del eje mayor de la Tierra esferoidal achatada,,,,,Operational,Original
grib2/3/40/26,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,26,,Factor de escala del eje menor de la Tierra esferoidal achatada,,,,,Operational,Original
grib2/3/40/27-30,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,27-30,,Valor ajustado del eje menor de la Tierra esferoidal achatada,,,,,Operational,Original
grib2/3/40/31-34,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,31-34,,Ni - número de puntos a lo largo del paralelo,,,,,Operational,Original
grib2/3/40/35-38,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,35-38,,Nj - número de puntos a lo largo del meridiano,,,,,Operational,Original
grib2/3/40/39-42,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,39-42,,Ángulo de base del dominio de producción inicial,véase la nota 1,,,,Operational,Original
grib2/3/40/43-46,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,43-46,,Subdivisiones del ángulo de base utilizadas para indicar las longitudes y las latitudes extremas y los incrementos de dirección,véase la nota 1,,,,Operational,Original
grib2/3/40/47-50,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,47-50,,La1 - latitud del primer punto de la retícula,véase la nota 1,,,,Operational,Original
grib2/3/40/51-54,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,51-54,,Lo1 - longitud del primer punto de la retícula,véase la nota 1,,,,Operational,Original
grib2/3/40/55,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,55,,Banderines de resolución y de componentes,véase la Tabla de banderines 3.3,,,,Operational,Original
grib2/3/40/56-59,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,56-59,,La2 - latitud del último punto de la retícula,véase la nota 1,,,,Operational,Original
grib2/3/40/60-63,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,60-63,,Lo2 - longitud del último punto de la retícula,véase la nota 1,,,,Operational,Original
grib2/3/40/64-67,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,64-67,,Di - incremento de dirección i  y 5),véanse las notas 1,,,,Operational,Original
grib2/3/40/68-71,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,68-71,,N - número de paralelos entre un polo y el ecuador,véase la nota 2,,,,Operational,Original
grib2/3/40/72,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,72,,Modo de exploración,véase la Tabla de banderines 3.4,,,,Operational,Original
grib2/3/40/73-nn,Modelo de definición de la retícula 3.40 – Retícula gausiana latitud/longitud,73-nn,,Lista del número de puntos a lo largo de cada meridiano o paralelo.,Estos octetos están presentes únicamente para las retículas casi regulares que se describen en la nota 4.,,,,Operational,Original
