ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/1002/10,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",10,,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,,,Experimental,Original
grib2/4/1002/11,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",11,,Número del parámetro,(véase la Tabla de cifrado 4.2),,,,Experimental,Original
grib2/4/1002/12,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",12,,Tipo del proceso de generación,(véase la Tabla de cifrado 4.3),,,,Experimental,Original
grib2/4/1002/13,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",13,,Identificador del proceso de generación de base (definido por el centro de origen),,,,,Experimental,Original
grib2/4/1002/14,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",14,,Identificador del proceso de generación del análisis o de la predicción (definido por el centro de origen),,,,,Experimental,Original
grib2/4/1002/15-16,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",15-16,,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota),,,,Experimental,Original
grib2/4/1002/17,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",17,,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Experimental,Original
grib2/4/1002/18,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",18,,Indicador de unidad de lapso de tiempo,(véase la Tabla de cifrado 4.4),,,,Experimental,Original
grib2/4/1002/19-22,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",19-22,,Hora de la predicción expresada en la unidad precisada por el octeto 18,,,,,Experimental,Original
grib2/4/1002/23,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",23,,Dimensión horizontal calculada,(véase la Tabla de cifrado 4.220),,,,Experimental,Original
grib2/4/1002/24,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",24,,"Tratamiento de los datos faltantes (por ejemplo, subsuperficiales)",(véase la Tabla de cifrado 4.221),,,,Experimental,Original
grib2/4/1002/25,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",25,,Tipo de cálculo estadístico,(véase la Tabla de cifrado 4.10),,,,Experimental,Original
grib2/4/1002/26-29,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",26-29,,Comienzo del intervalo,,,,,Experimental,Original
grib2/4/1002/30-33,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",30-33,,Fin del intervalo,,,,,Experimental,Original
grib2/4/1002/34-35,"Modelo de definición del producto 4.1002 Corte transversal de un análisis o una predicción, promediada o estadísticamente procesada para las diferentes latitudes o longitudes",34-35,,Número de valores,,,,,Experimental,Original
