ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/140/10,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un momento específico para ondas seleccionadas por rango de período.",10,1,Categoría del parámetro,((véase la Tabla de cifrado 4.1)),,4.1,,Operational,AI
grib2/4/140/11,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",11,1,Número del parámetro,((véase la Tabla de cifrado 4.2)),,4.2,,Operational,AI
grib2/4/140/12,"Repronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",12,1,Tipo de intervalo de período de onda,((véase la Tabla de cifrado 4.91)),,4.91,,Operational,AI
grib2/4/140/13,"Repronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",13,1,Factor de escala del límite inferior del período de onda,,,,,Operational,AI
grib2/4/140/14-17,"Repronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",14-17,4,Valor escalado del límite inferior del período de onda,((véase la nota 1)),163,,,Operational,AI
grib2/4/140/18,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",18,1,Factor de escala del límite superior del período de onda,,,,,Operational,AI
grib2/4/140/19-22,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",19-22,4,Valor escalado del límite superior del período de onda,((véase la nota 1)),163,,,Operational,AI
grib2/4/140/23,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",23,1,Tipo de proceso de producción,((véase la Tabla de cifrado 4.3)),,4.3,,Operational,AI
grib2/4/140/24,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",24,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,AI
grib2/4/140/25,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",25,1,Identificador de proceso de producción de análisis o predicciones (definido por el centro de origen),,,,,Operational,AI
grib2/4/140/26-27,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",26-27,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,((véase la nota 2)),33,,,Operational,AI
grib2/4/140/28,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",28,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,AI
grib2/4/140/29,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",29,1,Indicador de la unidad del intervalo de tiempo,((véase la Tabla de cifrado 4.4)),,4.4,,Operational,AI
grib2/4/140/30-33,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",30-33,4,Hora de la previsión expresada en la unidad precisada por el octeto precedente,,,,,Operational,AI
grib2/4/140/34,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",34,1,Tipo de la primera superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI
grib2/4/140/35,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",35,1,Factor de escala de la primera superficie especificada,,,,,Operational,AI
grib2/4/140/36-39,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",36-39,4,Valor ajustado de la primera superficie especificada,,,,,Operational,AI
grib2/4/140/40,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",40,1,Tipo de la segunda superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI
grib2/4/140/41,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",41,1,Factor de escala de la segunda superficie especificada,,,,,Operational,AI
grib2/4/140/42-45,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",42-45,4,Valor ajustado de la segunda superficie especificada,,,,,Operational,AI
grib2/4/140/46,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",46,1,Tipo de predicción por conjuntos,((véase la Tabla de cifrado 4.6)),,4.6,,Operational,AI
grib2/4/140/47-50,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",47-50,4,Número de la perturbación,,,,,Operational,AI
grib2/4/140/51-54,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",51-54,4,Número de predicciones en el conjunto,,,,,Operational,AI
grib2/4/140/55-56,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",55-56,2,Año de la fecha de versión del modelo,,,,,Operatonal,AI
grib2/4/140/57,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",57,1,Mes de la fecha de versión del modelo,,,,,Operatonal,AI
grib2/4/140/58,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",58,1,Día de la fecha de versión del modelo,,,,,Operatonal,AI
grib2/4/140/59,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",59,1,Hora de la fecha de versión del modelo,,,,,Operatonal,AI
grib2/4/140/60,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",60,1,Minuto de la fecha de versión del modelo,,,,,Operatonal,AI
grib2/4/140/61,"Repronóstico individual del conjunto, controlado y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para ondas seleccionadas por rango de período.",61,1,Segundo de la fecha de versión del modelo,,,,,Operatonal,AI
