ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/47/10,"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Operational,Original
grib2/4/47/11,"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Operational,Original
grib2/4/47/12,"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",12,1,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,4.3,,Operational,Original
grib2/4/47/13-14,"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",13-14,2,Tipo de aerosol,(véase la Tabla de cifrado 4.233),,4.233,,Operational,Original
grib2/4/47/15,"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",15,1,Tipo de intervalo para el primer y segundo tamaños,(véase Tabla de cifrado 4.91),,4.91,,Operational,Original
grib2/4/47/16,"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",16,1,Factor de escala del primer tamaño,,,,,Operational,Original
grib2/4/47/17-20,"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",17-20,4,Valor a escala del primer tamaño en metros,,,,,Operational,Original
grib2/4/47/21,"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",21,1,Factor de escala del segundo tamaño,,,,,Operational,Original
grib2/4/47/22-25,"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",22-25,4,Valor a escala del segundo tamaño en metros,,,,,Operational,Original
grib2/4/47/26,"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",26,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/47/27,"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",27,1,Identificador del proceso de producción de la predicción (definido por el centro de origen),,,,,Operational,Original
