ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/57/10,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Operational,PDF
grib2/4/57/11,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Operational,PDF
grib2/4/57/12-13,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,12-13,2,Tipo de componente químico atmosférico,(véase la Tabla de cifrado 4.230),,4.230,,Operational,PDF
grib2/4/57/14-15,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,14-15,2,Número de modos (N) de distribución,(véase la nota 1),36,,,Operational,PDF
grib2/4/57/16-17,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,16-17,2,Número del modo (1),,,,,Operational,PDF
grib2/4/57/18-19,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,18-19,2,Tipo de función de distribución,(véase la Tabla de cifrado 4.240),,4.240,,Operational,PDF
grib2/4/57/20,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,20,1,"Número de los siguientes parámetros de función (Np), definidos por el tipo indicado en los octetos 18-19 (Tipo de función de distribución)",,,,,Operational,PDF
grib2/4/57//1,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,,,"Repítanse los 5 octetos siguientes para el número de parámetros de función (n = 1, Np), si Np > 0",,,,,Operational,PDF
grib2/4/57/21+5(n-1),Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,21+5(n-1),,"Lista del factor de escala de un parámetro de la función de distribución fijo (p1-pNp)), definido por el tipo de distribución indicado en los octetos 18-19",,,,,Operational,PDF
grib2/4/57/(22+5(n-1))-(25+5(n-1)),Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,(22+5(n-1))-(25+5(n-1)),,"Lista del valor ajustado de un parámetro de la función de distribución fijo (p1-pNp)), definido por el tipo de distribución indicado en los octetos 18-19",,,,,Operational,PDF
grib2/4/57/21+5Np,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,21+5Np,,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,4.3,,Operational,PDF
grib2/4/57/22+5Np,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,22+5Np,,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,PDF
grib2/4/57/23+5Np,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,23+5Np,,Identificador del proceso de producción del análisis o de la predicción (definido por el centro de origen),,,,,Operational,PDF
grib2/4/57/(24+5Np)-(25+5Np),Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,(24+5Np)-(25+5Np),,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota 2),33,,,Operational,PDF
grib2/4/57/26+5Np,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,26+5Np,,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,PDF
grib2/4/57/27+5Np,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,27+5Np,,Indicador de la unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,4.4,,Operational,PDF
grib2/4/57/(28+5Np)-(31+5Np),Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,(28+5Np)-(31+5Np),,Hora de la previsión en la unidad precisada por el octeto anterior,,,,,Operational,PDF
grib2/4/57/32+5Np,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,32+5Np,,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,PDF
grib2/4/57/33+5Np,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,33+5Np,,Factor de escala de la primera superficie especificada,,,,,Operational,PDF
grib2/4/57/(34+5Np)-(37+5Np),Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,(34+5Np)-(37+5Np),,Valor ajustado de la primera superficie especificada,,,,,Operational,PDF
grib2/4/57/38+5Np,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,38+5Np,,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,PDF
grib2/4/57/39+5Np,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,39+5Np,,Factor de escala de la segunda superficie especificada,,,,,Operational,PDF
grib2/4/57/(40+5Np)-(43+5Np),Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado basado en una función de distribución,(40+5Np)-(43+5Np),,Valor ajustado de la segunda superficie especificada,,,,,Operational,PDF
