ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/59/10,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Operational,Original
grib2/4/59/11,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Operational,Original
grib2/4/59/12,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",12,1,Clasificación de la placa,(véase la Tabla de cifrado 4.242),,4.242,,Operational,Original
grib2/4/59/13,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",13,1,Número total (NT) de pares de placas/atributos,(véanse las notas 1 y 2),"20,58",,,Operational,Original
grib2/4/59/14,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",14,1,Número de placas espaciales utilizadas (NUT),(véanse las notas 1 y 2),"20,58",,,Operational,Original
grib2/4/59/15,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",15,1,"Índice de placas (ITN = {1,..., NUT})",(véase la nota 1),58,,,Operational,Original
grib2/4/59/16,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",16,1,Número de atributos de placa utilizados (NAT) para el ITN de las placas,(véase la nota 1),58,,,Operational,Original
grib2/4/59/17,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",17,1,"Atributo de placa (A = {A(1),..., A(NAT(ITN))})",(véase la nota 1),58,4.241,,Operational,Original
grib2/4/59/18,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",18,1,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,4.3,,Operational,Original
grib2/4/59/19,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",19,1,Identificador de proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/59/20,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",20,1,Identificador de proceso de producción de análisis o predicciones (definido por el centro de origen),,,,,Operational,Original
grib2/4/59/21-22,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",21-22,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota 3),33,,,Operational,Original
grib2/4/59/23,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",23,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/59/24,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",24,1,Indicador de unidad de lapso de tiempo,(véase la Tabla de cifrado 4.4),,4.4,,Operational,Original
grib2/4/59/25-28,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",25-28,4,"Hora de predicción, en unidades definidas en el octeto 24",,,,,Operational,Original
grib2/4/59/29,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",29,1,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,Original
grib2/4/59/30,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",30,1,Factor de escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/59/31-34,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",31-34,4,Valor ajustado de la primera superficie especificada,,,,,Operational,Original
grib2/4/59/35,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",35,1,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,Original
grib2/4/59/36,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",36,1,Factor de escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/59/37-40,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",37-40,4,Valor ajustado de la primera superficie especificada,,,,,Operational,Original
grib2/4/59/41,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",41,1,Tipo de predicción por conjuntos,(véase la Tabla de cifrado 4.6),,4.6,,Operational,Original
grib2/4/59/42,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",42,1,Número de la perturbación,,,,,Operational,Original
grib2/4/59/43,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado",43,1,Número de predicciones en el conjunto,,,,,Operational,Original
