ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/8/10,"Valores medios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o una capa horizontal durante un intervalo de tiempo continuo o no",10,,Categoría del parámetro (véase la Tabla de cifrado 4.1),,,,,Operational,Original
grib2/4/8/11,"Valores medios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o una capa horizontal durante un intervalo de tiempo continuo o no",11,,Número del parámetro (véase la Tabla de cifrado 4.2),,,,,Operational,Original
grib2/4/8/12,"Valores medios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o una capa horizontal durante un intervalo de tiempo continuo o no",12,,Tipo de proceso de producción (véase la Tabla de cifrado 4.3),,,,,Operational,Original
grib2/4/8/13,"Valores medios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o una capa horizontal durante un intervalo de tiempo continuo o no",13,,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/8/14,"Valores medios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o una capa horizontal durante un intervalo de tiempo continuo o no",14,,Identificador del proceso de producción del análisis o de la previsión (definido por el centro de origen),,,,,Operational,Original
grib2/4/8/15-16,"Valores medios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o una capa horizontal durante un intervalo de tiempo continuo o no",15-16,,Límite,(horas) de recogida de datos de observación después de la hora de referencia (véase la nota 1),,,,Operational,Original
grib2/4/8/17,"Valores medios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o una capa horizontal durante un intervalo de tiempo continuo o no",17,,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/8/18,"Valores medios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o una capa horizontal durante un intervalo de tiempo continuo o no",18,,Indicador de unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,,,Operational,Original
grib2/4/8/19-22,"Valores medios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o una capa horizontal durante un intervalo de tiempo continuo o no",19-22,,Hora de la previsión expresada en la unidad precisada por el octeto 18,(véase la nota 2),,,,Operational,Original
grib2/4/8/23,"Valores medios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o una capa horizontal durante un intervalo de tiempo continuo o no",23,,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
grib2/4/8/24,"Valores medios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o una capa horizontal durante un intervalo de tiempo continuo o no",24,,Factor de escala de la primera superficie especificada,,,,,Operational,Original
