"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","10","","Categoría de parámetro","(véase la Tabla de cifrado 4.1)","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","11","","Número del parámetro","(véase la Tabla de cifrado 4.2)","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","12-13","","Tipo de componente químico atmosférico","(véase la Tabla de cifrado 4.230)","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","14","","Fuentes o sumideros","(véase la Tabla de cifrado 4.238)","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","15","","Tipo de proceso de producción","(véase la Tabla de cifrado 4.3)","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","16","","Identificador del proceso de producción de base (definido por el centro de origen)","","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","17","","Identificador del proceso de producción de la previsión (definido por el centro de origen)","","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","18-19","","Límite (horas) de recogida de datos de observación después de la hora de referencia","(véase la nota)","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","20","","Límite (minutos) de recogida de datos de observación después de la hora de referencia","","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","21","","Indicador de la unidad del lapso de tiempo","(véase la Tabla de cifrado 4.4)","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","22-25","","Hora de la predicción expresada en la unidad definida por el octeto 20","","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","26","","Tipo de la primera superficie especificada","(véase la Tabla de cifrado 4.5)","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","27","","Factor de escala de la primera superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","28-31","","Valor ajustado de la primera superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","32","","Tipo de la segunda superficie especificada","(véase la Tabla de cifrado 4.5)","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","33","","Factor de escala de la segunda superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","34-37","","Valor ajustado de la segunda superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","38","","Tipo de predicción por conjuntos","(véase la Tabla de cifrado 4.6)","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","39","","Número de la perturbación","","","","","Operational"
"Modelo de definición del producto 4.77 — Predicción de conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado de componentes químicos atmosféricos con fuente o sumidero","40","","Número de predicciones en el conjunto","","","","","Operational"
