ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/63/15,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,15,1,Tipo de representación espectral de datos,véase la Tabla de cifrado 3.6,,3.6,,Operational,PDF
grib2/3/63/16-19,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,16-19,4,N parámetro de resolución mediante transformada bidimensional de Fourier,,,,,Operational,PDF
grib2/3/63/20-23,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,20-23,4,M parámetro de resolución mediante transformada bidimensional de Fourier,,,,,Operational,PDF
grib2/3/63/24,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,24,1,Tipo de truncamiento del dominio mediante transformada bidimensional de Fourier,véase la Tabla de cifrado 3.25,,3.25,,Operational,PDF
grib2/3/63/25-32,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,25-32,8,Lx tamaño en metros del dominio a lo largo del eje x,,,,,Operational,PDF
grib2/3/63/33-40,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,33-40,8,Lux tamaño en metros del subdominio de la predicción de modelo a lo largo del eje x,,,,,Operational,PDF
grib2/3/63/41-48,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,41-48,8,Lcx anchura en metros del área de acoplamiento en el dominio de la predicción a lo largo del eje x,,,,,Operational,PDF
grib2/3/63/49-56,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,49-56,8,Ly tamaño en metros del dominio a lo largo del eje y,,,,,Operational,PDF
grib2/3/63/57-64,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,57-64,8,Luy tamaño en metros del subdominio de la predicción de modelo a lo largo del eje y,,,,,Operational,PDF
grib2/3/63/65-72,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,65-72,8,Lcy anchura en metros del área de acoplamiento en el dominio de la predicción a lo largo del eje y,,,,,Operational,PDF
grib2/3/63/73,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,73,1,Forma de la Tierra,véase la Tabla de cifrado 3.2,,3.2,,Operational,PDF
grib2/3/63/74,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,74,1,Factor de escala del radio de la Tierra esférica,,,,,Operational,PDF
grib2/3/63/75-78,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,75-78,4,Valor ajustado del radio de la Tierra esférica,,,,,Operational,PDF
grib2/3/63/79,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,79,1,Factor de escala del eje mayor de la Tierra esferoidal achatada,,,,,Operational,PDF
grib2/3/63/80-83,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,80-83,4,Valor ajustado del eje mayor de la Tierra esferoidal achatada,,,,,Operational,PDF
grib2/3/63/84,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,84,1,Factor de escala del eje menor de la Tierra esferoidal achatada,,,,,Operational,PDF
grib2/3/63/85-88,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,85-88,4,Valor ajustado del eje menor de la Tierra esferoidal achatada,,,,,Operational,PDF
grib2/3/63/89-92,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,89-92,4,La1 latitud del primer punto de la retícula,,,,,Operational,PDF
grib2/3/63/93-96,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,93-96,4,Lo1 longitud del primer punto de la retícula,,,,,Operational,PDF
grib2/3/63/97-100,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,97-100,4,LaD latitud en la que Dx y Dy están especificados,,,,,Operational,PDF
grib2/3/63/101-104,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,101-104,4,LoV longitud del meridiano paralelo al eje y a lo largo del cual la latitud aumenta a medida que crece el valor de la coordenada y,,,,,Operational,PDF
grib2/3/63/105,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,105,1,Centro de la proyección,véase la Tabla de banderines 3.5,,,3.5,Operational,PDF
grib2/3/63/106-109,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,106-109,4,Cuadrado latino 1 primera latitud a partir del polo en la cual el cono secante corta la esfera,,,,,Operational,PDF
grib2/3/63/110-113,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,110-113,4,Cuadrado latino 2 segunda latitud a partir del polo en la cual el cono secante corta la esfera,,,,,Operational,PDF
grib2/3/63/114-117,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,114-117,4,Latitud del polo sur de la proyección,,,,,Operational,PDF
grib2/3/63/118-121,Representación espectral mediante proyección conforme de Lambert con definición de los subdominios de modelización,118-121,4,Longitud del polo sur de la proyección,,,,,Operational,PDF
