ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/51/10,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,10,,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,,,Operational,Original
grib2/4/51/11,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,11,,Número del parámetro,(véase la Tabla de cifrado 4.2),,,,Operational,Original
grib2/4/51/12,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,12,,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,,,Operational,Original
grib2/4/51/13,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,13,,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/51/14,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,14,,Identificador del proceso de producción de la predicción (definido por el centro de origen),,,,,Operational,Original
grib2/4/51/15-16,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,15-16,,Límite (horas) de recogida de datos después de la hora de referencia,(véase la nota 1),,,,Operational,Original
grib2/4/51/17,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,17,,Límite (minutos) de recogida de datos después de la hora de referencia,,,,,Operational,Original
grib2/4/51/18,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,18,,Indicador de la unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,,,Operational,Original
grib2/4/51/19-22,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,19-22,,"Hora de la predicción, en unidades definidas mediante el octeto 18",,,,,Operational,Original
grib2/4/51/23,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,23,,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
grib2/4/51/24,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,24,,Factor de escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/51/25-28,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,25-28,,Valor a escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/51/29,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,29,,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
grib2/4/51/30,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,30,,Factor de escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/51/31-34,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,31-34,,Valor a escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/51/35,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,35,,NC - Número de categorías,,,,,Operational,Original
grib2/4/51//1,Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,,,"36- Repítanse los 12 octetos siguientes para cada categoría (i = 1,NC)",,,,,Operational,Original
grib2/4/51/(36+12(i-1)),Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,(36+12(i-1)),,Cifra de clave,,,,,Operational,Original
grib2/4/51/(37+12(i-1)),Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,(37+12(i-1)),,Tipo de intervalo para el primer y segundo límites,(véase la Tabla de cifrado 4.91),,,,Operational,Original
grib2/4/51/(38+12(i-1)),Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,(38+12(i-1)),,Factor de escala del primer límite,,,,,Operational,Original
grib2/4/51/(39+12(i-1))-(42+12(i-1)),Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,(39+12(i-1))-(42+12(i-1)),,Valor a escala del primer límite,,,,,Operational,Original
grib2/4/51/(43+12(i-1)),Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,(43+12(i-1)),,Factor de escala del segundo límite,,,,,Operational,Original
grib2/4/51/(44+12(i-1))-(47+12(i-1)),Modelo de definición del producto 4.51 — Predicciones categóricas para una superficie o capa horizontal en un momento dado,(44+12(i-1))-(47+12(i-1)),,Valor a escala del segundo límite,,,,,Operational,Original
