ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/0/15,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),15,1,Forma de la Tierra,véase la Tabla de cifrado 3.2,,3.2,,Operational,PDF
grib2/3/0/16,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),16,1,Factor de escala del radio de la Tierra esférica,,,,,Operational,PDF
grib2/3/0/17-20,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),17-20,4,Valor ajustado del radio de la Tierra esférica,,,,,Operational,PDF
grib2/3/0/21,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),21,1,Factor de escala del eje mayor de la Tierra esférica achatada,,,,,Operational,PDF
grib2/3/0/22-25,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),22-25,4,Valor ajustado del eje mayor de la Tierra esférica achatada,,,,,Operational,PDF
grib2/3/0/26,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),26,1,Factor de escala del eje menor de la Tierra esférica achatada,,,,,Operational,PDF
grib2/3/0/27-30,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),27-30,4,Valor ajustado del eje menor de la Tierra esférica achatada,,,,,Operational,PDF
grib2/3/0/31-34,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),31-34,4,Ni - número de puntos a lo largo del paralelo,,,,,Operational,PDF
grib2/3/0/35-38,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),35-38,4,Nj - número de puntos a lo largo del meridiano,,,,,Operational,PDF
grib2/3/0/39-42,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),39-42,4,Ángulo de base del dominio de producción inicial,véase la nota 1,9,,,Operational,PDF
grib2/3/0/43-46,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),43-46,4,"Subdivisiones del ángulo de base empleado para definir las longitudes y latitudes extremas, y los incrementos de dirección",véase la nota 1,9,,,Operational,PDF
grib2/3/0/47-50,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),47-50,4,La1 - latitud del primer punto de la retícula,véase la nota 1,9,,,Operational,PDF
grib2/3/0/51-54,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),51-54,4,Lo1 - longitud del primer punto de la retícula,véase la nota 1,,,,Operational,PDF
grib2/3/0/55,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),55,1,Banderines de resolución y de componentes,véase la Tabla de banderines 3.3,,,3.3,Operational,PDF
grib2/3/0/56-59,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),56-59,4,La2 - latitud del último punto de la retícula,véase la nota 1,9,,,Operational,PDF
grib2/3/0/60-63,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),60-63,4,Lo2 - longitud del último punto de la retícula,véase la nota 1,9,,,Operational,PDF
grib2/3/0/64-67,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),64-67,4,Di - incremento de la dirección i,véanse las notas 1 y 5,"9,45",,,Operational,PDF
grib2/3/0/68-71,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),68-71,4,Dj - incremento de la dirección j,véanse las notas 1 y 5,"9,45",,,Operational,PDF
grib2/3/0/72,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),72,1,Modo de exploración,banderines - véase la Tabla de banderines 3.4,,,3.4,Operational,PDF
grib2/3/0/73-nn,Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),73-nn,,Lista del número de puntos a lo largo de cada meridiano o paralelo.,Estos octetos están presentes únicamente para las retículas casi regulares que se describen en las notas 2 y 3,"4,15,124",,,Operational,PDF
