ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/40/10,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,10,,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,,,Operational,Original
grib2/4/40/11,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,11,,Número del parámetro,(véase la Tabla de cifrado 4.2),,,,Operational,Original
grib2/4/40/12-13,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,12-13,,Tipo de componente químico atmosférico,(véase la Tabla de cifrado 4.230),,,,Operational,Original
grib2/4/40/14,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,14,,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,,,Operational,Original
grib2/4/40/15,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,15,,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/40/16,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,16,,Identificador del proceso de producción del análisis o de la predicción (definido por el centro de origen),,,,,Operational,Original
grib2/4/40/17-18,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,17-18,,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota),,,,Operational,Original
grib2/4/40/19,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,19,,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/40/20,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,20,,Indicador de la unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,,,Operational,Original
grib2/4/40/21-24,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,21-24,,"Hora de la predicción, en unidades definidas mediante el octeto 20",,,,,Operational,Original
grib2/4/40/25,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,25,,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
grib2/4/40/26,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,26,,Factor de escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/40/27-30,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,27-30,,Valor a escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/40/31,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,31,,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
grib2/4/40/32,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,32,,Factor a escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/40/33-36,Análisis o predicción de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado,33-36,,Valor a escala de la segunda superficie especificada,,,,,Operational,Original
