ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/43/10,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Operational,PDF
grib2/4/43/11,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Operational,PDF
grib2/4/43/12-13,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",12-13,2,Tipo de componente químico atmosférico,(véase la Tabla de cifrado 4.230),,4.230,,Operational,PDF
grib2/4/43/14,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",14,1,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,4.3,,Operational,PDF
grib2/4/43/15,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",15,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,PDF
grib2/4/43/16,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",16,1,Identificador del proceso de producción de la predicción (definido por el centro de origen),,,,,Operational,PDF
grib2/4/43/17-18,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",17-18,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota 1),33,,,Operational,PDF
grib2/4/43/19,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",19,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,PDF
grib2/4/43/20,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",20,1,Indicador de la unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,4.4,,Operational,PDF
grib2/4/43/21-24,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",21-24,4,"Hora de predicción, en unidades definidas mediante el octeto 20",(véase la nota 2),111,,,Operational,PDF
grib2/4/43/25,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",25,1,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,PDF
grib2/4/43/26,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",26,1,Factor de escala de la primera superficie especificada,,,,,Operational,PDF
grib2/4/43/27-30,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",27-30,4,Valor a escala de la primera superficie especificada,,,,,Operational,PDF
grib2/4/43/31,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",31,1,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,PDF
grib2/4/43/32,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",32,1,Factor de escala de la segunda superficie especificada,,,,,Operational,PDF
grib2/4/43/33-36,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",33-36,4,Valor a escala de la segunda superficie especificada,,,,,Operational,PDF
grib2/4/43/37,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",37,1,Tipo de predicción de conjunto,(véase la Tabla de cifrado 4.6),,4.6,,Operational,PDF
grib2/4/43/38,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",38,1,Número de la perturbación,,,,,Operational,PDF
grib2/4/43/39,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",39,1,Número de previsiones en el conjunto,,,,,Operational,PDF
grib2/4/43/40-41,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",40-41,2,Año de finalización del intervalo temporal completo,,,,,Operational,PDF
grib2/4/43/42,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",42,1,Mes de finalización del intervalo temporal completo,,,,,Operational,PDF
grib2/4/43/43,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",43,1,Día de finalización del intervalo temporal completo,,,,,Operational,PDF
grib2/4/43/44,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",44,1,Hora de finalización del intervalo temporal completo,,,,,Operational,PDF
grib2/4/43/45,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",45,1,Minuto de finalización del intervalo temporal completo,,,,,Operational,PDF
grib2/4/43/46,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",46,1,Segundo de finalización del intervalo temporal completo,,,,,Operational,PDF
grib2/4/43/47,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",47,1,n - Número de especificaciones descriptivas de los intervalos de tiempo utilizados para calcular el campo procesado estadísticamente,,,,,Operational,PDF
grib2/4/43/48-51,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",48-51,4,Número total de valores de datos faltantes en el proceso estadístico,,,,,Operational,PDF
grib2/4/43//1,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",,,52-63 Especificación del intervalo temporal más remoto (o único) abarcado por el procesamiento estadístico,,,,,Operational,PDF
grib2/4/43/52,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",52,1,Proceso estadístico utilizado para calcular el valor procesado del campo respecto de cada incremento de tiempo durante el intervalo temporal,(véase la Tabla de cifrado 4.10),,4.10,,Operational,PDF
grib2/4/43/53,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",53,1,Tipo de incremento de tiempo entre los campos sucesivos utilizado en el procesamiento estadístico,(véase la Tabla de cifrado 4.11),,4.11,,Operational,PDF
grib2/4/43/54,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",54,1,Indicador de la unidad de tiempo del intervalo temporal abarcado por el procesamiento estadístico,(véase la Tabla de cifrado 4.4),,4.4,,Operational,PDF
grib2/4/43/55-58,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",55-58,4,"Duración del intervalo temporal abarcado por el procesamiento estadístico, en unidades definidas por el octeto anterior",,,,,Operational,PDF
grib2/4/43/59,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",59,1,Indicador de la unidad de tiempo utilizada para el incremento entre campos sucesivos,(véase la Tabla de cifrado 4.4),,4.4,,Operational,PDF
grib2/4/43/60-63,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",60-63,4,"Incremento de tiempo entre los campos sucesivos, en unidades definidas por el octeto anterior",(véanse las notas 3 y 4),"7,100",,,Operational,PDF
grib2/4/43//2,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",,,"64-nn Estos octetos figurarán sólo si n>1, donde nn = 51 + 12 x n",,,,,Operational,PDF
grib2/4/43/64-75,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",64-75,12,"Mismo contenido que el de los octetos 52 a 63, para la etapa siguiente del procesamiento",,,,,Operational,PDF
grib2/4/43/76-nn,"Predicción de conjunto individual, de control o perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, respecto de componentes químicos atmosféricos",76-nn,,"Especificaciones adicionales del intervalo temporal, incluidas en función del valor de n. El contenido es el mismo que el de los octetos 52 a 63, repetido en caso necesario.",,,,,Operational,PDF
