ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/63/10,"Modelo de definición del producto 4.63 — Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas",10,,Categoría de parámetro,(véase la Tabla de cifrado 4.1),,,,Operational,Original
grib2/4/63/11,"Modelo de definición del producto 4.63 — Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas",11,,Número de parámetro,(véase la Tabla de cifrado 4.2),,,,Operational,Original
grib2/4/63/12,"Modelo de definición del producto 4.63 — Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas",12,,Clasificación de la placa,(véase la Tabla de cifrado 4.242),,,,Operational,Original
grib2/4/63/13,"Modelo de definición del producto 4.63 — Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas",13,,Número total (NT) de pares de placas/atributos (véanse las notas 1 y 2),,,,,Operational,Original
grib2/4/63/14,"Modelo de definición del producto 4.63 — Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas",14,,Número de placas espaciales utilizadas (NUT) (véanse las notas 1 y 2),,,,,Operational,Original
grib2/4/63/15,"Modelo de definición del producto 4.63 — Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas",15,,"Índice de placas (ITN = {1,..., NUT})",(véase la nota 1),,,,Operational,Original
grib2/4/63/16,"Modelo de definición del producto 4.63 — Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas",16,,Número de atributos de placa utilizados (NAT) para el ITN de las placas,(véase la nota 1),,,,Operational,Original
grib2/4/63/17,"Modelo de definición del producto 4.63 — Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas",17,,"Atributo de placa (A = {A(1),..., A(NAT(ITN))})",(véase la Tabla de cifrado 4.241) (véase la nota 1),,,,Operational,Original
grib2/4/63/18,"Modelo de definición del producto 4.63 — Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas",18,,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,,,Operational,Original
grib2/4/63/19,"Modelo de definición del producto 4.63 — Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas",19,,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
