ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/12/10,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",10,,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,,,Operational,Original
grib2/4/12/11,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",11,,Número del parámetro,(véase la Tabla de cifrado 4.2),,,,Operational,Original
grib2/4/12/12,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",12,,Tipo del proceso de producción,(véase la Tabla de cifrado 4.3),,,,Operational,Original
grib2/4/12/13,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",13,,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/12/14,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",14,,Identificador del proceso de producción de la previsión (definido por el centro de origen),,,,,Operational,Original
grib2/4/12/15-16,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",15-16,,Límite (horas) de recogida de los datos de observación después de la hora de referencia,(véase la nota 1),,,,Operational,Original
grib2/4/12/17,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",17,,Límite (minutos) de la recogida de los datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/12/18,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",18,,Indicador de unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,,,Operational,Original
grib2/4/12/19-22,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",19-22,,Hora de la previsión expresa en la unidad precisada por el octeto 18,(véase la nota 2),,,,Operational,Original
grib2/4/12/23,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",23,,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
grib2/4/12/24,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",24,,Factor de escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/12/25-28,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",25-28,,Valor ajustado de la primera superficie especificada,,,,,Operational,Original
grib2/4/12/29,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",29,,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
grib2/4/12/30,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",30,,Factor de escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/12/31-34,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",31-34,,Valor ajustado de la segunda superficie especificada,,,,,Operational,Original
grib2/4/12/35,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",35,,Previsión derivada,(véase la Tabla de cifrado 4.7),,,,Operational,Original
grib2/4/12/36,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",36,,Número de previsiones en el conjunto (N),,,,,Operational,Original
grib2/4/12/37-38,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",37-38,,Año del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/12/39,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",39,,Mes del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/12/40,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",40,,Día del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/12/41,"Modelo de definición del producto 4.12 — Previsión derivada basada en todos los Miembros del conjunto, para una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo",41,,Hora del final del intervalo de tiempo completo,,,,,Operational,Original
