"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","10","","Categoría de parámetro","(véase la Tabla de cifrado 4.1)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","11","","Número del parámetro","(véase la Tabla de cifrado 4.2)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","12","","Clasificación de la placa","(véase la Tabla de cifrado 4.242)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","13","","Número total (NT) de pares de placas/atributos (véanse las notas 1 y 2)","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","14","","Número de placas espaciales utilizadas (NUT) (véanse las notas 1 y 2)","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","15","","Índice de placas (ITN ={1,..., NUT})","(véase la nota 1)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","16","","Número de atributos de placa utilizados (NAT) para el ITN de las placas","(véase la nota 1)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","17","","Atributo de placa (A ={A(1),..., A(NAT(ITN))})","(véase la Tabla de cifrado 4.241) (véase la nota 1)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","18","","Tipo de proceso de producción","(véase la Tabla de cifrado 4.3)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","19","","Identificador del proceso de producción de base (definido por el centro de origen)","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","20","","Identificador del proceso de producción del análisis o de la predicción (definido por el centro de origen)","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","21-22","","Límite (horas) de recogida de datos de observación después de la hora de referencia","(véase la nota 3)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","23","","Límite (minutos) de recogida de datos de observación después de la hora de referencia","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","24","","Indicador de la unidad del lapso de tiempo","(véase la Tabla de cifrado 4.4)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","25-28","","Hora de la predicción expresada en la unidad definida por el octeto 24","(véase la nota 4)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","29","","Tipo de la primera superficie especificada","(véase la Tabla de cifrado 4.5)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","30","","Factor de escala de la primera superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","31-34","","Valor ajustado de la primera superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","35","","Tipo de la segunda superficie especificada","(véase la Tabla de cifrado 4.5)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","36","","Factor de escala de la segunda superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","37-40","","Valor ajustado de la segunda superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","41-42","","Año","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","43","","Mes","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","44","","Día","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","45","","Hora","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","46","","Minuto","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","47","","Segundo","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","48","","n – Número de especificaciones para los lapsos de tiempo que describen los intervalos de tiempo empleados para calcular el campo estadísticamente procesado","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","49-52","","Número total de valores de datos faltantes en el cálculo estadístico","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","","","53-64 Especificación del lapso de tiempo más remoto (o lapso de tiempo único) para el que se hacen cálculos estadísticos","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","53","","Proceso estadístico utilizado para calcular el campo procesado a partir del campo, en cada incremento de tiempo, durante el lapso de tiempo","(véase la Tabla de cifrado 4.10)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","54","","Tipo de incremento de tiempo entre campos sucesivos empleado en el cálculo estadístico","(véase la Tabla de cifrado 4.11)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","55","","Indicador de la unidad de tiempo empleada para el lapso de tiempo para el cual se hace el cálculo estadístico","(véase la Tabla de cifrado 4.4)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","56-59","","Duración del lapso de tiempo durante el cual se realiza el cálculo estadístico, en unidades definidas por el octeto precedente","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","60","","Indicador de la unidad de tiempo empleada para el incremento de tiempo entre los campos sucesivos utilizados","(véase la Tabla de cifrado 4.4)","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","61-64","","Incremento de tiempo entre campos sucesivos en unidades definidas por el octeto precedente (véanse las notas 5 y 6)","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","","","65-nn  Estos octetos se incluyen solo si n > 1, donde nn = 52 + 12 x n","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","65-76","","Mismo contenido que el de los octetos 53 a 64 para la etapa siguiente del cálculo","","","","","Operational"
"Modelo de definición del producto 4.62 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado","77-nn","","Especificaciones adicionales del lapso de tiempo, incluidas en función del valor de n. El contenido es el mismo que el de los octetos 53 a 64, repetido en caso necesario","","","","","Operational"
