"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","10","","Categoría del parámetro","(véase la Tabla de cifrado 4.1)","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","11","","Número del parámetro","(véase la Tabla de cifrado 4.2)","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","12","","Tipo del proceso de generación","(véase la Tabla de cifrado 4.3)","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","13","","Identificador del proceso de generación de base (definido por el centro de origen)","","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","14","","Identificador del proceso de generación del análisis o de la predicción (definido por el centro de origen)","","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","15-16","","Límite (horas) de recogida de datos de observación después de la hora de referencia","(véase la nota)","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","17","","Límite (minutos) de recogida de datos de observación después de la hora de referencia","","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","18","","Indicador de unidad de lapso de tiempo","(véase la Tabla de cifrado 4.4)","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","19-22","","Hora de la predicción expresada en la unidad precisada por el octeto 18","","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","23","","Tipo de la primera superficie especificada","(véase la Tabla de cifrado 4.5)","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","24","","Factor de escala de la primera superficie especificada","","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","25-28","","Valor ajustado de la primera superficie especificada","","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","29","","Tipo de la segunda superficie especificada","(véase la Tabla de cifrado 4.5)","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","30","","Factor de escala de la segunda superficie especificada","","","","","Experimental"
"Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico","31-34","","Valor ajustado de la segunda superficie especificada","","","","","Experimental"
