ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/3/1100/15,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,15,,Forma de la Tierra,véase la Tabla de cifrado 3.2,,,,Experimental,Original
grib2/3/1100/16,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,16,,Factor de escala del radio de la Tierra esférica,,,,,Experimental,Original
grib2/3/1100/17-20,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,17-20,,Valor ajustado del radio de la Tierra esférica,,,,,Experimental,Original
grib2/3/1100/21,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,21,,Factor de escala del eje mayor de la Tierra esferoidal achatada,,,,,Experimental,Original
grib2/3/1100/22-25,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,22-25,,Valor ajustado del eje mayor de la Tierra esferoidal achatada,,,,,Experimental,Original
grib2/3/1100/26,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,26,,Factor de escala del eje menor de la Tierra esferoidal achatada,,,,,Experimental,Original
grib2/3/1100/27-30,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,27-30,,Valor ajustado del eje menor de la Tierra esferoidal achatada,,,,,Experimental,Original
grib2/3/1100/31-34,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,31-34,,Número de puntos horizontales,,,,,Experimental,Original
grib2/3/1100/35-38,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,35-38,,Ángulo de base del campo de producción inicial,véase la nota 1,,,,Experimental,Original
grib2/3/1100/39-42,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,39-42,,Subdivisiones del ángulo de base empleado para definir las longitudes y latitudes extremas,véase la nota 1,,,,Experimental,Original
grib2/3/1100/43-46,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,43-46,,La1 - latitud del primer punto de la retícula,véase la nota 1,,,,Experimental,Original
grib2/3/1100/47-50,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,47-50,,Lo1 - longitud del primer punto de la retícula,véase la nota 1,,,,Experimental,Original
grib2/3/1100/51,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,51,,Modo de exploración,banderines - véase la Tabla de banderines 3.4,,,,Experimental,Original
grib2/3/1100/52-55,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,52-55,,La2 - latitud del último punto de la retícula,véase la nota 1,,,,Experimental,Original
