ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/10/1/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 1: corrientes",0,,Dirección de la corriente,,,grado verdadero,Operational,Original
grib2/4/2/10/1/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 1: corrientes",1,,Velocidad de la corriente,,,m s-1,Operational,Original
grib2/4/2/10/1/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 1: corrientes",2,,Componente u de la corriente,,,m s-1,Operational,Original
grib2/4/2/10/1/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 1: corrientes",3,,Componente v de la corriente,,,m s-1,Operational,Original
grib2/4/2/10/1/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 1: corrientes",4,,Probabilidad de ocurrencia de corrientes de resaca,,,%,Operational,Original
grib2/4/2/10/1/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 1: corrientes",5,,Corriente hacia el este,,,m s-1,Operational,AI Engine
grib2/4/2/10/1/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 1: corrientes",6,,Corriente hacia el norte,,,m s-1,Operational,AI Engine
grib2/4/2/10/1/7-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 1: corrientes",7-191,,Reservadas,,,,Operational,AI Engine
grib2/4/2/10/1/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 1: corrientes",192-254,,Reservados para uso local,,,,Operational,Original
grib2/4/2/10/1/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 1: corrientes",255,,Valor faltante,,,,Operational,Original
