ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/7/0,Predicción derivada,,0,,Media no ponderada de todos los miembros,,,,Operational,PDF
grib2/4/7/1,Predicción derivada,,1,,Media ponderada de todos los miembros,,,,Operational,PDF
grib2/4/7/2,Predicción derivada,,2,,Desviación estándar con respecto a la media del grupo de miembros,,,,Operational,PDF
grib2/4/7/3,Predicción derivada,,3,,"Desviación estándar con respecto a la media del grupo de miembros, normalizada",,,,Operational,PDF
grib2/4/7/4,Predicción derivada,,4,,Dispersión de todos los miembros,,,,Operational,PDF
grib2/4/7/5,Predicción derivada,,5,,Índice de anomalía grande de todos los miembros,(véase la nota 1),67,,Operational,PDF
grib2/4/7/6,Predicción derivada,,6,,Media no ponderada de los miembros del grupo,,,,Operational,PDF
grib2/4/7/7,Predicción derivada,,7,,Intervalo intercuartílico (intervalo entre el cuantil 25 y 75),,,,Operational,PDF
grib2/4/7/8,Predicción derivada,,8,,Máximo de todos los miembros del conjunto,(véase la nota 2),63,,Operational,PDF
grib2/4/7/9,Predicción derivada,,9,,Mínimo de todos los miembros del conjunto,(véase la nota 2),63,,Operational,PDF
grib2/4/7/10-191,Predicción derivada,,10-191,,Reservadas,,,,Operational,PDF
grib2/4/7/192-254,Predicción derivada,,192-254,,Reservadas para uso local,,,,Operational,PDF
grib2/4/7/255,Predicción derivada,,255,,Valor faltante,,,,Operational,PDF
