ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/10/4/0,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",0,,Profundidad de la termoclina principal,,,m,Operational,PDF
grib2/4/2/10/4/1,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",1,,Anomalía de la termoclina principal,,,m,Operational,PDF
grib2/4/2/10/4/2,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",2,,Profundidad de la termoclina transitoria,,,m,Operational,PDF
grib2/4/2/10/4/3,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",3,,Salinidad,,,kg kg-1,Operational,PDF
grib2/4/2/10/4/4,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",4,,Difusividad térmica vertical oceánica,,,m² s-1,Operational,PDF
grib2/4/2/10/4/5,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",5,,Difusividad vertical oceánica de la sal,,,m² s-1,Operational,PDF
grib2/4/2/10/4/6,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",6,,Difusividad vertical oceánica de impulso,,,m² s-1,Operational,PDF
grib2/4/2/10/4/7,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",7,,Batímetro,,,m,Operational,PDF
grib2/4/2/10/4/8-10,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",8-10,,Reservados,,,,Operational,PDF
grib2/4/2/10/4/11,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",11,,Factor de forma respecto del perfil de salinidad,,,—,Operational,PDF
grib2/4/2/10/4/12,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",12,,Factor de forma respecto del perfil de temperatura en la termoclina,,,—,Operational,PDF
grib2/4/2/10/4/13,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",13,,Coeficiente de atenuación del agua respecto de la radiación solar,,,m-1,Operational,PDF
grib2/4/2/10/4/14,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",14,,Profundidad del agua,,,m,Operational,PDF
grib2/4/2/10/4/15,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",15,,Temperatura del agua,,,K,Operational,PDF
grib2/4/2/10/4/16,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",16,,Densidad del agua (rho),,,kg m-3,Operational,PDF
grib2/4/2/10/4/17,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",17,,Anomalía de la densidad del agua (sigma),(véase la nota 1),17,kg m-3,Deprecated,PDF
grib2/4/2/10/4/18,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",18,,Temperatura potencial del agua (theta),,,K,Operational,PDF
grib2/4/2/10/4/19,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",19,,Densidad potencial del agua (rho theta),,,kg m-3,Operational,PDF
grib2/4/2/10/4/20,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",20,,Anomalía de la densidad potencial del agua (sigma theta),(véase la nota 1),17,kg m-3,Operational,PDF
grib2/4/2/10/4/21,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",21,,Salinidad práctica,,,Numérica,Operational,PDF
grib2/4/2/10/4/22,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",22,,Contenido calorífico en la columna de agua,,,J m-2,Operational,PDF
grib2/4/2/10/4/23,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",23,,Velocidad del agua hacia el este,,,m s-1,Operational,PDF
grib2/4/2/10/4/24,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",24,,Velocidad del agua hacia el norte,,,m s-1,Operational,PDF
grib2/4/2/10/4/25,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",25,,Componente x de la velocidad del agua,(véase la nota 2),22,m s-1,Operational,PDF
grib2/4/2/10/4/26,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",26,,Componente y de la velocidad del agua,(véase la nota 2),22,m s-1,Operational,PDF
grib2/4/2/10/4/27,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",27,,Velocidad del agua ascendente,,,m s-1,Operational,PDF
grib2/4/2/10/4/28-191,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",28-191,,Reservados,,,,Operational,PDF
