ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/0/4/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",0,,Flujo neto de la radiación de onda corta (superficie),(véase la nota 1),1,W m-2,Deprecated,PDF
grib2/4/2/0/4/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",1,,Flujo neto de la radiación de onda corta (capa superior de la atmósfera),(véase la nota 1),1,W m-2,Deprecated,PDF
grib2/4/2/0/4/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",2,,Flujo de la radiación de onda corta,(véase la nota 1),1,W m-2,Deprecated,PDF
grib2/4/2/0/4/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",3,,Flujo de la radiación global,,,W m-2,Operational,PDF
grib2/4/2/0/4/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",4,,Temperatura de luminancia,,,K,Operational,PDF
grib2/4/2/0/4/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",5,,Radiancia (con respecto al número de onda),,,W m-1 sr-1,Operational,PDF
grib2/4/2/0/4/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",6,,Radiancia (con respecto a la longitud de onda),,,W m-3 sr-1,Operational,PDF
grib2/4/2/0/4/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",7,,Flujo de la radiación de onda corta descendente,,,W m-2,Operational,PDF
grib2/4/2/0/4/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",8,,Flujo de la radiación de onda corta ascendente,,,W m-2,Operational,PDF
grib2/4/2/0/4/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",9,,Flujo neto de la radiación de onda corta,,,W m-2,Operational,PDF
grib2/4/2/0/4/10,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",10,,Radiación fotosintéticamente activa,,,W m-2,Operational,PDF
grib2/4/2/0/4/11,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",11,,Balance de la radiación de onda corta en cielo despejado,,,W m-2,Operational,PDF
grib2/4/2/0/4/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",12,,Radiación UV descendente,,,W m-2,Operational,PDF
grib2/4/2/0/4/13,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",13,,Flujo directo de radiación de onda corta,,,W m-2,Operational,PDF
grib2/4/2/0/4/14,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",14,,Flujo difuso de radiación de onda corta,,,W m-2,Operational,PDF
grib2/4/2/0/4/15-49,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",15-49,,Reservados,,,,Operational,PDF
grib2/4/2/0/4/50,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",50,,Índice UV (cielo claro),(véase la nota 2),24,Numérica,Operational,PDF
grib2/4/2/0/4/51,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",51,,Índice UV,(véase la nota 2),24,Numérica,Operational,PDF
grib2/4/2/0/4/52,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",52,,"Flujo de la radiación de onda corta descendente, cielo claro",,,W m-2,Operational,PDF
grib2/4/2/0/4/53,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",53,,"Flujo de la radiación de onda corta ascendente, cielo claro",,,W m-2,Operational,PDF
grib2/4/2/0/4/54,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",54,,Flujo de radiación de onda corta directo normal,(véase la nota 1),69,W m-2,Operational,PDF
grib2/4/2/0/4/55-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",55-191,,Reservados,,,,Operational,PDF
grib2/4/2/0/4/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",192-254,,Reservados para uso local,,,,Operational,PDF
grib2/4/2/0/4/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 4: radiación de onda corta",255,,Valor faltante,,,,Operational,PDF
