ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/20/5/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetro 5: índices de peligro ambiental",0,,Reservadas,,,,Operational,AI Engine
grib2/4/2/20/5/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetro 5: índices de peligros ambientales",1,,Contaminación del aire de los hogares,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetro 5: índices de peligros ambientales",2,,Contaminación del aire (fuente puntual),,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",3,,Contaminación del aire ambiental (exterior),,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",4,,Degradación de tierras,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",5,,Degradación del suelo,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",6,,Escorrentía / contaminación de fuentes no puntuales,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",7,,Salinidad,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",8,,Pérdida de biodiversidad,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",9,,Deforestación,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/10,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",10,,Declives y mortalidades de bosques,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/11,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",11,,Perturbaciones de los bosques,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",12,,Especies invasoras de bosques,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/13,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",13,,Incendios forestales,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/14,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",14,,Desertificación,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/15,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",15,,Pérdida de manglares,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/16,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",16,,Pérdida/degradación de humedales,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/17,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",17,,Blanqueamiento de coral,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/18,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",18,,Suelos compresivos,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/19,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",19,,Erosión del suelo,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/20,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",20,,Erosión costera y cambio de la línea de costa,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/21,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",21,,Pérdida de permafrost,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/22,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",22,,Minería de arena,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/23,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",23,,Elevación del nivel del mar,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/24,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",24,,Eutrofización,,,Tabla de cifrado 4.253,Operational,AI Engine
grib2/4/2/20/5/25-190,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",25-190,,Reservadas,,,,Operational,AI Engine
grib2/4/2/20/5/191-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",191-254,,Reservadas para uso local,,,"Por favor, proporcione el texto que desea traducir.",Operational,AI Engine
grib2/4/2/20/5/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 20 - Impactos de salud y socioeconómicos, categoría de parámetros 5: índices de peligros ambientales",255,,Valor faltante,,,Por favor proporciona el texto que deseas traducir al español.,Operational,AI Engine
