ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/0/2/0,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",0,,Dirección del viento (de donde sopla el viento),,,Grado verdadero,Operational,PDF
grib2/4/2/0/2/1,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",1,,Velocidad del viento,,,m s-1,Operational,PDF
grib2/4/2/0/2/2,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",2,,Componente u del viento,,,m s-1,Operational,PDF
grib2/4/2/0/2/3,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",3,,Componente v del viento,,,m s-1,Operational,PDF
grib2/4/2/0/2/4,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",4,,Función de la corriente,,,m² s-1,Operational,PDF
grib2/4/2/0/2/5,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",5,,Potencial de velocidad,,,m² s-1,Operational,PDF
grib2/4/2/0/2/6,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",6,,Función de corriente de Montgomery,,,m² s-2,Operational,PDF
grib2/4/2/0/2/7,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",7,,Velocidad vertical de coordenada sigma,,,s-1,Operational,PDF
grib2/4/2/0/2/8,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",8,,Velocidad vertical (presión),,,Pa s-1,Operational,PDF
grib2/4/2/0/2/9,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",9,,Velocidad vertical (geométrica),,,m s-1,Operational,PDF
grib2/4/2/0/2/10,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",10,,Vorticidad absoluta,,,s-1,Operational,PDF
grib2/4/2/0/2/11,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",11,,Divergencia absoluta,,,s-1,Operational,PDF
grib2/4/2/0/2/12,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",12,,Vorticidad relativa,,,s-1,Operational,PDF
grib2/4/2/0/2/13,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",13,,Divergencia relativa,,,s-1,Operational,PDF
grib2/4/2/0/2/14,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",14,,Vorticidad potencial,,,K m² kg-1 s-1,Operational,PDF
grib2/4/2/0/2/15,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",15,,Cizalladura vertical del componente u,,,s-1,Operational,PDF
grib2/4/2/0/2/16,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",16,,Cizalladura vertical del componente v,,,s-1,Operational,PDF
grib2/4/2/0/2/17,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",17,,"Flujo del impulso, componente u",,,N m-2,Operational,PDF
grib2/4/2/0/2/18,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",18,,"Flujo del impulso, componente v",,,N m-2,Operational,PDF
grib2/4/2/0/2/19,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",19,,Energía de la mezcla del viento,,,J,Operational,PDF
grib2/4/2/0/2/20,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",20,,Disipación en la capa límite,,,W m-2,Operational,PDF
grib2/4/2/0/2/21,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",21,,Velocidad máxima del viento,(véase la nota 1),1,m s-1,Deprecated,PDF
grib2/4/2/0/2/22,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",22,,Velocidad del viento (ráfagas),,,m s-1,Operational,PDF
grib2/4/2/0/2/23,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",23,,Componente u del viento (ráfagas),,,m s-1,Operational,PDF
grib2/4/2/0/2/24,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",24,,Componente v del viento (ráfagas),,,m s-1,Operational,PDF
grib2/4/2/0/2/25,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",25,,Cizalladura vertical de la velocidad,,,s-1,Operational,PDF
grib2/4/2/0/2/26,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",26,,Flujo del impulso horizontal,,,N m-2,Operational,PDF
grib2/4/2/0/2/27,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",27,,Componente u del movimiento de la tormenta,,,m s-1,Operational,PDF
grib2/4/2/0/2/28,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",28,,Componente v del movimiento de la tormenta,,,m s-1,Operational,PDF
grib2/4/2/0/2/29,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",29,,Coeficiente de arrastre,,,Numérica,Operational,PDF
grib2/4/2/0/2/30,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",30,,Velocidad de rozamiento,,,m s-1,Operational,PDF
grib2/4/2/0/2/31,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",31,,Coeficiente de difusión turbulenta de la cantidad de movimiento,,,m² s-1,Operational,PDF
grib2/4/2/0/2/32,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",32,,Velocidad vertical de la coordenada eta,,,s-1,Operational,PDF
grib2/4/2/0/2/33,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",33,,Alcance del viento,,,m,Operational,PDF
grib2/4/2/0/2/34,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",34,,Componente de viento normal,(véase la nota 2),15,m s-1,Operational,PDF
grib2/4/2/0/2/35,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",35,,Componente de viento tangencial,(véase la nota 2),15,m s-1,Operational,PDF
grib2/4/2/0/2/36,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",36,,Función de amplitud para la envolvente de la onda Rossby para el viento meridional,(véase la nota 3),110,m s-1,Operational,PDF
grib2/4/2/0/2/37,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",37,,Tensión superficial de la turbulencia hacia el norte,(véanse la notas 4 y 7),"6,140",N m-2 s,Deprecated,PDF
grib2/4/2/0/2/38,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",38,,Tensión superficial de la turbulencia hacia el este,(véanse la notas 4 y 7),"6,140",N m-2 s,Deprecated,PDF
grib2/4/2/0/2/39,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",39,,Patrón de evolución del viento del oeste debidoa parametrización,,,m s-2,Operational,PDF
grib2/4/2/0/2/40,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",40,,Patrón de evolución del viento del sur debido a parametrización,,,m s-2,Operational,PDF
grib2/4/2/0/2/41,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",41,,Componente-u del viento geostrófico,,,m s-1,Operational,PDF
grib2/4/2/0/2/42,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",42,,Componente-v del viento geostrófico,,,m s-1,Operational,PDF
grib2/4/2/0/2/43,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",43,,Dirección del viento geostrófico,,,Grado verdadero,Operational,PDF
grib2/4/2/0/2/44,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",44,,Velocidad del viento geostrófico,,,m s-1,Operational,PDF
grib2/4/2/0/2/45,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",45,,Componente no equilibrado de divergencia,,,s-1,Operational,PDF
grib2/4/2/0/2/46,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",46,,Advección por vorticidad,,,s-2,Operational,PDF
grib2/4/2/0/2/47-191,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",47-191,,Reservados,,,,Operational,PDF
grib2/4/2/0/2/192-254,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",192-254,,Reservados para uso local,,,,Operational,PDF
