ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/3/1/0,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",0,,Precipitación estimada,,,kg m-2,Operational,PDF
grib2/4/2/3/1/1,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",1,,Tasa de lluvia instantánea,,,kg m-2 s-1,Operational,PDF
grib2/4/2/3/1/2,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",2,,Altura de la cima de la nube,,,m,Operational,PDF
grib2/4/2/3/1/3,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",3,,Indicador de calidad de la altura de la cima de la nube,,,Tabla de cifrado 4.219,Operational,PDF
grib2/4/2/3/1/4,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",4,,Componente u estimado del viento,,,m s-1,Operational,PDF
grib2/4/2/3/1/5,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",5,,Componente v estimado del viento,,,m s-1,Operational,PDF
grib2/4/2/3/1/6,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",6,,Número de píxeles utilizados,,,Numérica,Operational,PDF
grib2/4/2/3/1/7,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",7,,Ángulo cenital solar,,,Grado,Operational,PDF
grib2/4/2/3/1/8,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",8,,Ángulo azimutal relativo,,,Grado,Operational,PDF
grib2/4/2/3/1/9,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",9,,"Reflectancia en canal de 0,6 micrones",,,%,Operational,PDF
grib2/4/2/3/1/10,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",10,,"Reflectancia en canal de 0,8 micrones",,,%,Operational,PDF
grib2/4/2/3/1/11,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",11,,"Reflectancia en canal de 1,6 micrones",,,%,Operational,PDF
grib2/4/2/3/1/12,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",12,,"Reflectancia en canal de 3,9 micrones",,,%,Operational,PDF
grib2/4/2/3/1/13,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 — Productos espaciales, categoría de parámetros 1: productos cuantitativos",13,,Divergencia atmosférica,,,s-1,Operational,PDF
