ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/4/8/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de producto 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",0,,Radiancia de rayos X,,,W sr⁻¹ m⁻²,Operational,AI Engine
grib2/4/2/4/8/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de productos 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",1,,Radiancia de EUV,,,W sr⁻¹ m⁻²,Operational,AI Engine
grib2/4/2/4/8/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de productos 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",2,,Radiancia de H-alfa,,,W sr-1 m-2,Operational,AI Engine
grib2/4/2/4/8/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de productos 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",3,,Radiancia de luz blanca,,,W sr⁻¹ m⁻²,Operational,AI Engine
grib2/4/2/4/8/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de productos 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",4,,Radiancia de CaII-K,,,W sr-1 m-2,Operational,AI Engine
grib2/4/2/4/8/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de productos 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",5,,Radiancia del coronógrafo de luz blanca,,,W sr⁻¹ m⁻²,Operational,AI Engine
grib2/4/2/4/8/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de productos 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",6,,Radiancia heliosférica,,,W sr⁻¹ m⁻²,Operational,AI Engine
grib2/4/2/4/8/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de productos 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",7,,Máscara temática,,,Numérica,Operational,AI Engine
grib2/4/2/4/8/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de productos 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",8,,Fluorescencia de clorofila inducida por la radiación solar,,,W m-2 sr-1 m-1, Operational,AI Engine
grib2/4/2/4/8/9-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de productos 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",9-191,,Reservadas,,,,Operational,AI Engine
grib2/4/2/4/8/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de productos 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",192-254,,Reservadas para uso local,,,,Operational,AI Engine
grib2/4/2/4/8/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Disciplina de productos 4 - Productos de clima espacial, categoría de parámetros 8: imágenes",255,,Valor faltante,,,,Operational,AI Engine
