ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/1/4/0,Tabla de cifrado 1.4 – Tipo de datos,,0,,Productos de análisis,,,,Operational,Original
grib2/1/4/1,Tabla de cifrado 1.4 – Tipo de datos,,1,,Productos de previsiones,,,,Operational,Original
grib2/1/4/2,Tabla de cifrado 1.4 – Tipo de datos,,2,,Productos de análisis y previsión,,,,Operational,Original
grib2/1/4/3,Tabla de cifrado 1.4 – Tipo de datos,,3,,Productos de previsión de control,,,,Operational,Original
grib2/1/4/4,Tabla de cifrado 1.4 – Tipo de datos,,4,,Productos de predicción perturbada,,,,Operational,Original
grib2/1/4/5,Tabla de cifrado 1.4 – Tipo de datos,,5,,Productos de control y previsión perturbada,,,,Operational,Original
grib2/1/4/6,Tabla de cifrado 1.4 – Tipo de datos,,6,,Observaciones por satélite procesadas,,,,Operational,Original
grib2/1/4/7,Tabla de cifrado 1.4 – Tipo de datos,,7,,Observaciones por radar procesadas,,,,Operational,Original
grib2/1/4/8,Tabla de cifrado 1.4 – Tipo de datos,,8,,Probabilidad del episodio,,,,Operational,Original
grib2/1/4/9,Tabla de cifrado 1.4 – Tipo de datos,,9,,Datos experimentales,((véase la nota 2)),157,,Operational,AI Engine
grib2/1/4/10,Tabla de cifrado 1.4 – Tipo de datos,,10,,Pronóstico basado en ML,((véase la nota 3)),158,,Operational,AI Engine
grib2/1/4/11-191,Tabla de cifrado 1.4 – Tipo de datos,,11-191,,Reservadas,,,,Operational,AI Engine
grib2/1/4/192-254,Tabla de cifrado 1.4 – Tipo de datos,,192-254,,Reservadas para uso local,,,,Operational,Original
grib2/1/4/255,Tabla de cifrado 1.4 – Tipo de datos,,255,,Valor faltante,,,,Operational,Original
