ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/3/1/0,Número del modelo de definición de la retícula,,0,,Latitud/longitud,(véase la nota 1),27,,Operational,PDF
grib2/3/1/1,Número del modelo de definición de la retícula,,1,,Latitud/longitud después de la rotación,,,,Operational,PDF
grib2/3/1/3,Número del modelo de definición de la retícula,,3,,Latitud/longitud después de la dilatación y la rotación,,,,Operational,PDF
grib2/3/1/4,Número del modelo de definición de la retícula,,4,,Latitud/longitud de resolución variable,,,,Operational,PDF
grib2/3/1/5,Número del modelo de definición de la retícula,,5,,Latitud/longitud giradas de resolución variable,,,,Operational,PDF
grib2/3/1/6-9,Número del modelo de definición de la retícula,,6-9,,Reservadas,,,,Operational,PDF
grib2/3/1/10,Número del modelo de definición de la retícula,,10,,Mercator,,,,Operational,PDF
grib2/3/1/11-12,Número del modelo de definición de la retícula,,11-12,,Reservadas,,,,Operational,PDF
grib2/3/1/13,Número del modelo de definición de la retícula,,13,,Proyección Mercator con definición de los subdominios de modelización,,,,Operational,PDF
grib2/3/1/14-19,Número del modelo de definición de la retícula,,14-19,,Reservadas,,,,Operational,PDF
grib2/3/1/20,Número del modelo de definición de la retícula,,20,,Proyección estereográfica polar,(véase la nota 2),36,,Operational,PDF
grib2/3/1/21-22,Número del modelo de definición de la retícula,,21-22,,Reservadas,,,,Operational,PDF
grib2/3/1/23,Número del modelo de definición de la retícula,,23,,Proyección estereográfica polar con definición de los subdominios de modelización,,,,Operational,PDF
grib2/3/1/24-29,Número del modelo de definición de la retícula,,24-29,,Reservadas,,,,Operational,PDF
grib2/3/1/30,Número del modelo de definición de la retícula,,30,,Proyección conforme de Lambert,(véase la nota 3),35,,Operational,PDF
grib2/3/1/31,Número del modelo de definición de la retícula,,31,,Proyección de área equivalente de Albers,,,,Operational,PDF
grib2/3/1/32,Número del modelo de definición de la retícula,,32,,Reservadas,,,,Operational,PDF
