ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/0/0,Número del modelo de definición del producto,,0,,Análisis o previsión para una superficie o capa horizontal en un momento dado,,,,Operational,PDF
grib2/4/0/1,Número del modelo de definición del producto,,1,,"Previsión de conjunto individual, de control y perturbada para una superficie o capa horizontal en un momento dado",,,,Operational,PDF
grib2/4/0/2,Número del modelo de definición del producto,,2,,"Previsiones derivadas, establecidas a partir de todos los miembros del conjunto para una superficie o capa horizontal en un momento dado",,,,Operational,PDF
grib2/4/0/3,Número del modelo de definición del producto,,3,,"Previsiones derivadas, establecidas a partir de un grupo de miembros del conjunto, aplicadas a una zona rectangular, para una superficie o capa horizontal en un momento dado",,,,Operational,PDF
grib2/4/0/4,Número del modelo de definición del producto,,4,,"Previsiones derivadas, establecidas a partir de un grupo de miembros del conjunto, aplicadas a una zona circular, para una superficie o capa horizontal en un momento dado",,,,Operational,PDF
grib2/4/0/5,Número del modelo de definición del producto,,5,,Previsiones de probabilidad para una superficie o capa horizontal en un momento dado,,,,Operational,PDF
grib2/4/0/6,Número del modelo de definición del producto,,6,,Previsiones en percentiles para una superficie o capa horizontal en un momento dado,,,,Operational,PDF
grib2/4/0/7,Número del modelo de definición del producto,,7,,Error de análisis o de previsión para una superficie o capa horizontal en un momento dado,,,,Operational,PDF
grib2/4/0/8,Número del modelo de definición del producto,,8,,"Valores medios, acumulados y/o extremos, u otros valores obtenidos por cálculo estadístico para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",,,,Operational,PDF
grib2/4/0/9,Número del modelo de definición del producto,,9,,Previsiones de probabilidad para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo,,,,Operational,PDF
grib2/4/0/10,Número del modelo de definición del producto,,10,,Previsiones en percentiles para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo,,,,Experimental,PDF
grib2/4/0/11,Número del modelo de definición del producto,,11,,"Previsión de conjunto individual, de control y perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",,,,Operational,PDF
grib2/4/0/12,Número del modelo de definición del producto,,12,,"Previsiones derivadas, establecidas a partir de todos los miembros del conjunto, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",,,,Operational,PDF
grib2/4/0/13,Número del modelo de definición del producto,,13,,"Previsiones derivadas, establecidas a partir de un grupo de miembros del conjunto, aplicadas a una zona rectangular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",,,,Operational,PDF
grib2/4/0/14,Número del modelo de definición del producto,,14,,"Previsiones derivadas, establecidas a partir de un grupo de miembros del conjunto, aplicadas a una zona circular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",,,,Operational,PDF
grib2/4/0/15,Número del modelo de definición del producto,,15,,"Valores medios, acumulados y/o extremos, u otros valores obtenidos por cálculo estadístico para una superficie o capa horizontal sobre una zona en un momento dado",,,,Operational,PDF
grib2/4/0/16-19,Número del modelo de definición del producto,,16-19,,Reservadas,,,,Operational,PDF
grib2/4/0/20,Número del modelo de definición del producto,,20,,Producto de radar,,,,Operational,PDF
grib2/4/0/21-29,Número del modelo de definición del producto,,21-29,,Reservadas,,,,Operational,PDF
grib2/4/0/30,Número del modelo de definición del producto,,30,,Productos de satélite (relegado),,,,Deprecated,PDF
grib2/4/0/31,Número del modelo de definición del producto,,31,,Producto de satélite,,,,Operational,PDF
grib2/4/0/32,Número del modelo de definición del producto,,32,,Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,,,,Operational,PDF
grib2/4/0/33,Número del modelo de definición del producto,,33,,"Predicción de conjunto individual, de control y perturbada, de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado",,,,Operational,PDF
grib2/4/0/34,Número del modelo de definición del producto,,34,,"Predicción de conjunto individual, de control y perturbada, de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",,,,Operational,PDF
grib2/4/0/35-39,Número del modelo de definición del producto,,35-39,,Reservadas,,,,Operational,PDF
grib2/4/0/40,Número del modelo de definición del producto,,40,,Análisis o predicción para una superficie o capa horizontal y para un momento dado respecto de componentes químicos atmosféricos,,,,Operational,PDF
grib2/4/0/41,Número del modelo de definición del producto,,41,,"Predicción de conjunto individual, de control y perturbada, para una superficie o capa horizontal y para un momento dado respecto de componentes químicos atmosféricos",,,,Operational,PDF
grib2/4/0/42,Número del modelo de definición del producto,,42,,"Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, para una superficie o capa horizontal y para un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos",,,,Operational,PDF
grib2/4/0/43,Número del modelo de definición del producto,,43,,"Predicción de conjunto individual, de control y perturbada, para una superficie o capa horizontal y para un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos",,,,Operational,PDF
grib2/4/0/44,Número del modelo de definición del producto,,44,,Análisis o predicción para una superficie o capa horizontal en un momento dado respecto de aerosoles,,,,Deprecated,PDF
grib2/4/0/45,Número del modelo de definición del producto,,45,,"Predicción de conjunto individual, de control y perturbada, para una superficie o capa horizontal en un momento dado respecto de aerosoles",,,,Operational,PDF
grib2/4/0/46,Número del modelo de definición del producto,,46,,"Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",,,,Operational,PDF
grib2/4/0/47,Número del modelo de definición del producto,,47,,"Predicción de conjunto individual, de control y perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",,,,Operational,PDF
grib2/4/0/48,Número del modelo de definición del producto,,48,,Análisis o predicción en un nivel o capa horizontal en un punto cronológico de las propiedades ópticas de un aerosol,,,,Operational,PDF
grib2/4/0/49,Número del modelo de definición del producto,,49,,"Predicción de conjunto individual, de control y perturbada, de las propiedades ópticas de un aerosol para una superficie o capa horizontal en un momento dado",,,,Operational,PDF
grib2/4/0/50,Número del modelo de definición del producto,,50,,Reservada,,,,Operational,PDF
grib2/4/0/51,Número del modelo de definición del producto,,51,,Predicciones categóricas para una superficie o capa horizontal en un momento dado,,,,Operational,PDF
grib2/4/0/52,Número del modelo de definición del producto,,52,,Reservada,,,,Operational,PDF
grib2/4/0/53,Número del modelo de definición del producto,,53,,Parámetros con particiones para una superficie o capa horizontal en un momento dado,,,,Operational,PDF
grib2/4/0/54,Número del modelo de definición del producto,,54,,"Predicción de conjunto individual, de control y perturbada, de parámetros con particiones para una superficie o capa horizontal en un momento dado",,,,Operational,PDF
grib2/4/0/55,Número del modelo de definición del producto,,55,,Cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado,,,,Operational,PDF
grib2/4/0/56,Número del modelo de definición del producto,,56,,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado (obsoleto)",,,,Deprecated,PDF
grib2/4/0/57,Número del modelo de definición del producto,,57,,Análisis o predicción para una superficie o capa horizontal en un momento dado respecto de componentes químicos atmosféricos,,,,Operational,PDF
grib2/4/0/58,Número del modelo de definición del producto,,58,,"Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos para una superficie o capa horizontal en un momento dado, basada en una función de distribución",,,,Operational,PDF
grib2/4/0/59,Número del modelo de definición del producto,,59,,"Predicción de conjunto individual, de control y perturbada, de parámetros de cambios espaciotemporales en las placas para una superficie o capa horizontal en un momento dado (versión corregida del Modelo 4.56)",,,,Operational,PDF
grib2/4/0/60,Número del modelo de definición del producto,,60,,"Repredicción de conjunto individual, de control y perturbada, para una superficie o capa horizontal en un momento dado",,,,Operational,PDF
grib2/4/0/61,Número del modelo de definición del producto,,61,,"Reredicción de conjunto individual, de control y perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",,,,Operational,PDF
grib2/4/0/62,Número del modelo de definición del producto,,62,,"Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas en una superficie o capa horizontal en un momento dado",,,,Operational,PDF
grib2/4/0/63,Número del modelo de definición del producto,,63,,"Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo para cambios espaciotemporales en las placas",,,,Operational,PDF
grib2/4/0/64-66,Número del modelo de definición del producto,,64-66,,Reservadas,,,,Operational,PDF
grib2/4/0/67,Número del modelo de definición del producto,,67,,"Valores promedios, acumulados y/o extremos u otros procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",,,,Operational,PDF
grib2/4/0/68,Número del modelo de definición del producto,,68,,"Predicción de conjunto individual, de control y perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",,,,Operational,PDF
grib2/4/0/69,Número del modelo de definición del producto,,69,,Reservada,,,,Operational,PDF
grib2/4/0/70,Número del modelo de definición del producto,,70,,Procesamiento posterior del análisis o predicción para una superficie o una capa horizontal en un momento dado,,,,Operational,PDF
