ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/62/15,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,15,1,Type de représentation des données spectrales,(voir la table de code 3.6),,3.6,,Operational,PDF
grib2/3/62/16-19,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,16-19,4,N - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational,PDF
grib2/3/62/20-23,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,20-23,4,M - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational,PDF
grib2/3/62/24,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,24,1,Type de troncature avec transformée de Fourier 2D,(voir la table de code 3.25),,3.25,,Operational,PDF
grib2/3/62/25-32,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,25-32,8,Lx - taille en mètres du domaine le long de l'axe des x,,,,,Operational,PDF
grib2/3/62/33-40,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,33-40,8,Lux - taille en mètres du sous-domaine de prévision numérique le long de l'axe des x,,,,,Operational,PDF
grib2/3/62/41-48,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,41-48,8,Lcx - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des x,,,,,Operational,PDF
grib2/3/62/49-56,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,49-56,8,Ly - taille en mètres du domaine le long de l'axe des y,,,,,Operational,PDF
grib2/3/62/57-64,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,57-64,8,Luy - taille en mètres du sous-domaine de prévision numérique le long de l'axe des y,,,,,Operational,PDF
grib2/3/62/65-72,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,65-72,8,Lcy - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des y,,,,,Operational,PDF
grib2/3/62/73,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,73,1,Forme de la Terre,(voir la table de code 3.2),,3.2,,Operational,PDF
grib2/3/62/74,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,74,1,Facteur d'échelle du rayon de la Terre sphérique,,,,,Operational,PDF
grib2/3/62/75-78,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,75-78,4,Valeur ajustée du rayon de la Terre sphérique,,,,,Operational,PDF
grib2/3/62/79,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,79,1,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/62/80-83,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,80-83,4,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/62/84,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,84,1,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/62/85-88,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,85-88,4,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/62/89-92,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,89-92,4,La1 - latitude du premier point de la grille,,,,,Operational,PDF
grib2/3/62/93-96,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,93-96,4,Lo1 - longitude du premier point de la grille,,,,,Operational,PDF
grib2/3/62/97,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,97,1,Indicateurs de résolution et de composantes,(voir la table d'indicateurs 3.3),,,,Operational,PDF
grib2/3/62/98-101,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,98-101,4,LaD - latitude pour laquelle Dx et Dy sont précisées,,,,,Operational,PDF
grib2/3/62/102-105,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,102-105,4,LoV - orientation de la grille,,,,,Operational,PDF
grib2/3/62/106,Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,106,1,Centre de la projection,(voir la table d'indicateurs 3.5),,,,Operational,PDF
