ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/1000/15,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",15,1,Forme de la Terre,(voir la table de code 3.2),,3.2,,Experimental,PDF
grib2/3/1000/16,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",16,1,Facteur d'échelle du rayon de la Terre sphérique,,,,,Experimental,PDF
grib2/3/1000/17-20,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",17-20,4,Valeur ajustée du rayon de la Terre sphérique,,,,,Experimental,PDF
grib2/3/1000/21,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",21,1,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie,,,,,Experimental,PDF
grib2/3/1000/22-25,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",22-25,4,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie,,,,,Experimental,PDF
grib2/3/1000/26,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",26,1,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie,,,,,Experimental,PDF
grib2/3/1000/27-30,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",27-30,4,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie,,,,,Experimental,PDF
grib2/3/1000/31-34,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",31-34,4,Nombre de points horizontaux,,,,,Experimental,PDF
grib2/3/1000/35-38,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",35-38,4,Angle de base du domaine de production initial,(voir la note 1),9,,,Experimental,PDF
grib2/3/1000/39-42,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",39-42,4,Subdivisions de l'angle de base utilisées pour indiquer les longitudes et latitudes extrêmes,(voir la note 1),9,,,Experimental,PDF
grib2/3/1000/43-46,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",43-46,4,La1 - latitude du premier point de grille,(voir la note 1),9,,,Experimental,PDF
grib2/3/1000/47-50,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",47-50,4,Lo1 - longitude du premier point de la grille,(voir la note 1),9,,,Experimental,PDF
grib2/3/1000/51,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",51,1,Mode d'exploration,(voir la table d'indicateurs 3.4),,,3.4,Experimental,PDF
grib2/3/1000/52-55,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",52-55,4,La2 - latitude du dernier point de la grille,(voir la note 1),9,,,Experimental,PDF
grib2/3/1000/56-59,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",56-59,4,Lo2 - longitude du dernier point de la grille,(voir la note 1),9,,,Experimental,PDF
grib2/3/1000/60,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",60,1,Type de ligne horizontale,(voir la table de code 3.20),,3.20,,Experimental,PDF
grib2/3/1000/61-62,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",61-62,2,Nombre de points verticaux,,,,,Experimental,PDF
grib2/3/1000/63,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",63,1,Caractéristique physique de la coordonnée verticale,(voir la table de code 3.15),,,,Experimental,PDF
grib2/3/1000/64,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",64,1,Définition des coordonnées dans la dimension verticale,(voir la table de code 3.21),,,,Experimental,PDF
grib2/3/1000/65-66,"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",65-66,2,NC - Nombre de coefficients ou de valeurs utilisés pour préciser les coordonnées verticales,,,,,Experimental,PDF
grib2/3/1000/67-(66+NCx4),"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",67-(66+NCx4),,"Coefficients définissant sous forme de fonctions les valeurs des coordonnées dans la dimension verticale, ou valeurs explicites des coordonnées (valeur en virgule flottante IEEE 32 bits)",,,,,Experimental,PDF
