ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/152/10,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",10,1,Catégorie du paramètre,((voir la table de code 4.1)),,4.1,,Operational,AI Engine
grib2/4/152/11,"Reforecast individuel d'un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques",11,1,Numéro du paramètre,((voir la table de code 4.2)),,4.2,,Operational,AI Engine
grib2/4/152/12-13,"Reforecast individuel de grand ensemble, contrôlé et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques",12-13,2,Type de constituants chimiques de l'atmosphère,((voir la table de code 4.230)),,4.230,,Operational,AI Engine
grib2/4/152/14,"Prévision rétrospective individuelle d'un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",14,1,Type du processus de production,((voir la table de code 4.3)),,4.3,,Operational,AI Engine
grib2/4/152/15,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",15,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,AI Engine
grib2/4/152/16,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",16,1,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational,AI Engine
grib2/4/152/17-18,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",17-18,2,Limite (heures) de tombée des données d'observation après l'heure de référence,((voir la note 1)),33,,,Operational,AI Engine
grib2/4/152/19,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",19,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,AI Engine
grib2/4/152/20,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",20,1,Indicateur d'unité de l'intervalle de temps,((voir la table de code 4.4)),,4.4,,Operational,AI Engine
grib2/4/152/21-24,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",21-24,4,Heure de la prévision exprimée dans l'unité précisée par l'octet 20,,,,,Operational,AI Engine
grib2/4/152/25,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",25,1,Type de la première surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI Engine
grib2/4/152/26,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",26,1,Facteur d'échelle - première surface spécifiée,,,,,Operational,AI Engine
grib2/4/152/27-30,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",27-30,4,Valeur ajustée - première surface spécifiée,,,,,Operational,AI Engine
grib2/4/152/31,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",31,1,Type de la deuxième surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI Engine
grib2/4/152/32,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",32,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,AI Engine
grib2/4/152/33-36,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",33-36,4,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,AI Engine
grib2/4/152/37,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",37,1,Type de la prévision d'ensemble,((voir la table de code 4.6)),,4.6,,Operational,AI Engine
grib2/4/152/38-41,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",38-41,4,Numéro de la perturbation,,,,,Operational,AI Engine
grib2/4/152/42-45,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",42-45,4,Nombre de prévisions dans l'ensemble,,,,,Operational,AI Engine
grib2/4/152/46-47,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",46-47,2,Date de version du modèle de l'année,((voir la note 2)),127,,,Operational,AI Engine
grib2/4/152/48,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",48,1,Mois de la date de version du modèle,,,,,Operational,AI Engine
grib2/4/152/49,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",49,1,Date de version du modèle jour,,,,,Operational,AI Engine
grib2/4/152/50,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",50,1,Heure de la date de version du modèle,,,,,Operational,AI Engine
grib2/4/152/51,"Prévision rétrospective individuelle pour un grand ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les constituants chimiques atmosphériques.",51,1,Minute de la date de version du modèle,,,,,Operational,AI Engine
