ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/63/15,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,15,1,Type de représentation des données spectrales,(voir la table de code 3.6),,3.6,,Operational,Original
grib2/3/63/16-19,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,16-19,4,N - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational,Original
grib2/3/63/20-23,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,20-23,4,M - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational,Original
grib2/3/63/24,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,24,1,Type de troncature avec transformée de Fourier 2D,(voir la table de code 3.25),,3.25,,Operational,Original
grib2/3/63/25-32,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,25-32,8,Lx - taille en mètres du domaine le long de l'axe des x,,,,,Operational,Original
grib2/3/63/33-40,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,33-40,8,Lux - taille en mètres du sous-domaine de prévision numérique le long de l'axe des x,,,,,Operational,Original
grib2/3/63/41-48,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,41-48,8,Lcx - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des X,,,,,Operational,Original
grib2/3/63/49-56,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,49-56,8,Ly - taille en mètres du domaine le long de l'axe des y,,,,,Operational,Original
grib2/3/63/57-64,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,57-64,8,Luy - taille en mètres du sous-domaine de prévision numérique le long de l'axe des y,,,,,Operational,Original
grib2/3/63/65-72,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,65-72,8,Lcy - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des y,,,,,Operational,Original
grib2/3/63/73,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,73,1,Forme de la Terre,(voir la table de code 3.2),,3.2,,Operational,Original
grib2/3/63/74,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,74,1,Facteur d'échelle du rayon de la Terre sphérique,,,,,Operational,Original
grib2/3/63/75-78,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,75-78,4,Valeur ajustée du rayon de la Terre sphérique,,,,,Operational,Original
grib2/3/63/79,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,79,1,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/63/80-83,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,80-83,4,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/63/84,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,84,1,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/63/85-88,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,85-88,4,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/63/89-92,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,89-92,4,La1 - latitude du premier point de la grille,,,,,Operational,Original
grib2/3/63/93-96,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,93-96,4,Lo1 - longitude du premier point de la grille,,,,,Operational,Original
grib2/3/63/97-100,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,97-100,4,LaD - latitude pour laquelle Dx et Dy sont précisées,,,,,Operational,Original
grib2/3/63/101-104,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,101-104,4,LoV - longitude du méridien parallèle à l'axe des y le long duquel la valeur des y augmente avec la latitude,,,,,Operational,Original
grib2/3/63/105,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,105,1,Centre de la projection,(voir la table d'indicateurs 3.5),,,3.5,Operational,Original
grib2/3/63/106-109,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,106-109,4,Carré latin 1 - première latitude à partir du pôle à laquelle le cône sécant coupe la sphère,,,,,Operational,Original
grib2/3/63/110-113,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,110-113,4,Carré latin 2 - deuxième latitude à partir du pôle à laquelle le cône sécant coupe la sphère,,,,,Operational,Original
grib2/3/63/114-117,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,114-117,4,Latitude du pôle Sud de la projection,,,,,Operational,Original
grib2/3/63/118-121,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,118-121,4,Longitude du pôle Sud de la projection,,,,,Operational,Original
