ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/30/10,Modèle de définition du produit 4.30 — Produit de satellite,10,1,Catégorie du paramètre,(voir la table de code 4.1),,4.1,,Deprecated,Original
grib2/4/30/11,Modèle de définition du produit 4.30 — Produit de satellite,11,1,Numéro du paramètre,(voir la table de code 4.2),,4.2,,Deprecated,Original
grib2/4/30/12,Modèle de définition du produit 4.30 — Produit de satellite,12,1,Type du processus de production,(voir la table de code 4.3),,4.3,,Deprecated,Original
grib2/4/30/13,Modèle de définition du produit 4.30 — Produit de satellite,13,1,Indicateur du processus d'observation (défini par les centres d'origine),,,,,Deprecated,Original
grib2/4/30/14,Modèle de définition du produit 4.30 — Produit de satellite,14,1,Nombre de bandes spectrales prises en compte (NB),,,,,Deprecated,Original
grib2/4/30//1,Modèle de définition du produit 4.30 — Produit de satellite,,,"15- Répéter les dix octets qui suivent pour chaque bande prise en compte (nb = 1, NB)",,,,,Deprecated,Original
grib2/4/30/(15+10(nb-1))-(16+10(nb-1)),Modèle de définition du produit 4.30 — Produit de satellite,(15+10(nb-1))-(16+10(nb-1)),,Séries des satellites bande nb (table de code établie par le centre d'origine/de production),,,,,Deprecated,Original
grib2/4/30/(17+10(nb-1))-(18+10(nb-1)),Modèle de définition du produit 4.30 — Produit de satellite,(17+10(nb-1))-(18+10(nb-1)),,Numéros des satellites bande nb (table de code établie par le centre d'origine/de production),,,,,Deprecated,Original
grib2/4/30/(19+10(nb-1)),Modèle de définition du produit 4.30 — Produit de satellite,(19+10(nb-1)),,Types d'instruments bande nb (table de code établie par le centre d'origine/de production),,,,,Deprecated,Original
grib2/4/30/(20+10(nb-1)),Modèle de définition du produit 4.30 — Produit de satellite,(20+10(nb-1)),,Facteur d'échelle du nombre d'ondes central - bande nb,,,,,Deprecated,Original
grib2/4/30/(21+10(nb-1))-(24+10(nb-1)),Modèle de définition du produit 4.30 — Produit de satellite,(21+10(nb-1))-(24+10(nb-1)),,Valeur ajustée du nombre d'ondes central – bande nb (unité: m-1),,,,,Deprecated,Original
