Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",12,,Type du processus de production,(voir la table de code 4.3),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",13,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",14,,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",15-16,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 1),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",17,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",18,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",19-22,,Heure de la prévision exprimée dans l'unité précisée par l'octet 18,(voir la note 2),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",23,,Type de la première surface spécifiée,(voir la table de code 4.5),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",24,,Facteur d'échelle - première surface spécifiée,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",25-28,,Valeur ajustée - première surface spécifiée,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",29,,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",30,,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",31-34,,Valeur ajustée – deuxième surface spécifiée,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",35,,NC - nombre de catégories,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,"36-   Répéter les douze octets qui suivent pour chaque catégorie (i = 1, NC)",,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(36+12(i-1)),,Chiffre du code,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(37+12(i-1)),,Type d'intervalle pour la première et la deuxième limite,(voir la table de code 4.91),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(38+12(i-1)),,Facteur d'échelle - première limite,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(39+12(i-1))-(42+12(i-1)),,Valeur ajustée - première limite,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(43+12(i-1)),,Facteur d'échelle - deuxième limite,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(44+12(i-1))-(47+12(i-1)),,Valeur ajustée - deuxième limite,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(48+12(NC-1))-(49+12(NC-1)),,Fin de l'intervalle de temps complet - Année,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(50+12(NC-1)),,Fin de l'intervalle de temps complet - Mois,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(51+12(NC-1)),,Fin de l'intervalle de temps complet - Jour,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(52+12(NC-1)),,Fin de l'intervalle de temps complet - Heure,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(53+12(NC-1)),,Fin de l'intervalle de temps complet – Minute,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(54+12(NC-1)),,Fin de l'intervalle de temps complet - Seconde,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(55+12(NC-1)),,n nombre des spécifications décrivant les intervalles de temps sur lesquels porte le calcul statistique du champ,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(56+12(NC-1))-(59+12(NC-1)),,Nombre total de valeurs manquantes dans le calcul statistique,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,60-71   Spécification de l'intervalle de temps le plus éloigné (ou intervalle de temps unique) sur lequel porte le calcul statistique,,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(60+12(NC-1)),,Calcul statistique ayant permis d'obtenir le champ élaboré à partir du champ à chaque incrément de temps durant l'intervalle de temps,(voir la table de code 4.10),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(61+12(NC-1)),,Type d'incrément de temps entre les champs successifs employé pour le calcul statistique,(voir la table de code 4.11),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(62+12(NC-1)),,Indicateur de l'unité de temps employée pour l'intervalle de temps sur lequel porte le calcul statistique,(voir la table de code 4.4),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(63+12(NC-1))-(66+12(NC-1)),,"Durée de l'intervalle de temps sur lequel porte le calcul statistique, exprimée dans l'unité indiquée par l'octet précédent",,,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(67+12(NC-1)),,Indicateur de l'unité de temps employée pour l'incrément de temps entre les champs successifs,(voir la table de code 4.4),,,,Operational
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(68+12(NC-1))-(71+12(NC-1)),,"Incrément de temps entre les champs successifs, exprimé dans l'unité indiquée par l'octet précédent",(voir les notes 3 et 4),,,,Operational
