ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/41/10,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational,Original
grib2/4/41/11,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational,Original
grib2/4/41/12-13,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",12-13,,Type de constituants chimiques de l'atmosphère,(voir la table de code 4.230),,,,Operational,Original
grib2/4/41/14,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",14,,Type du processus de production,(voir la table de code 4.3),,,,Operational,Original
grib2/4/41/15,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",15,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/41/16,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",16,,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/41/17-18,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",17-18,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note),,,,Operational,Original
grib2/4/41/19,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",19,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,Original
grib2/4/41/20,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",20,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Operational,Original
grib2/4/41/21-24,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",21-24,,Heure de la prévision exprimée dans l'unité précisée par l'octet 20,,,,,Operational,Original
grib2/4/41/25,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",25,,Type de la première surface spécifiée,(voir la table de code 4.5),,,,Operational,Original
grib2/4/41/26,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",26,,Facteur d'échelle - première surface spécifiée,,,,,Operational,Original
grib2/4/41/27-30,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",27-30,,Valeur ajustée - première surface spécifiée,,,,,Operational,Original
grib2/4/41/31,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",31,,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,,,Operational,Original
grib2/4/41/32,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",32,,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/41/33-36,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",33-36,,Valeur ajustée – deuxième surface spécifiée,,,,,Operational,Original
grib2/4/41/37,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",37,,Type de la prévision d'ensemble,(voir la table de code 4.6),,,,Operational,Original
grib2/4/41/38,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",38,,Numéro de la perturbation,,,,,Operational,Original
grib2/4/41/39,"Modèle de définition du produit 4.41 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",39,,Nombre de prévisions dans l'ensemble,,,,,Operational,Original
