ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/112/10,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",10,1,Catégorie du paramètre,((voir la table de code 4.1)),,4.1,,Operational,AI Engine
grib2/4/112/11,"Anomalies, significations et autres produits dérivés en tant que prévisions de probabilité en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu.",11,1,Numéro du paramètre,((voir la table de code 4.2)),,4.2,,Operational,AI Engine
grib2/4/112/12,"Anomalies, significations et autres produits dérivés comme prévisions de probabilité en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",12,1,Type du processus de production,((voir la table de code 4.3)),,4.3,,Operational,AI Engine
grib2/4/112/13,"Anomalies, significations et autres produits dérivés en tant que prévisions de probabilité par rapport à une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",13,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,AI Engine
grib2/4/112/14,"Anomalies, significations et autres produits dérivés comme prévisions de probabilité en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu.",14,1,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational,AI Engine
grib2/4/112/15-16,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",15-16,2,Limite (heures) de tombée des données d'observation après l'heure de référence,((voir la note 1)),33,,,Operational,AI Engine
grib2/4/112/17,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",17,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,AI Engine
grib2/4/112/18,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",18,1,Indicateur d'unité de l'intervalle de temps,((voir la table de code 4.4)),,4.4,,Operational,AI Engine
grib2/4/112/19-22,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",19-22,4,Heure de la prévision exprimée dans l'unité précisée par l'octet précédent,,,,,Operational,AI Engine
grib2/4/112/23,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",23,1,Type de la première surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI Engine
grib2/4/112/24,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",24,1,Facteur d'échelle - première surface spécifiée,,,,,Operational,AI Engine
grib2/4/112/25-28,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",25-28,4,Valeur ajustée - première surface spécifiée,,,,,Operational,AI Engine
grib2/4/112/29,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",29,1,Type de la deuxième surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI Engine
grib2/4/112/30,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",30,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,AI Engine
grib2/4/112/31-34,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",31-34,4,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,AI Engine
grib2/4/112/35-36,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",35-36,2,Année de fin de l'intervalle de temps global,,,,,Operational,AI Engine
grib2/4/112/37,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",37,1,Mois de fin de l'intervalle de temps global.,,,,,Operational,AI Engine
grib2/4/112/38,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",38,1,Jour de fin de l'intervalle de temps global.,,,,,Operational,AI Engine
grib2/4/112/39,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",39,1,Heure de fin de l'intervalle de temps global.,,,,,Operational,AI Engine
grib2/4/112/40,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",40,1,Minute de fin de l'intervalle de temps global.,,,,,Operational,AI Engine
grib2/4/112/41,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",41,1,Seconde de fin de l'intervalle de temps global.,,,,,Operational,AI Engine
grib2/4/112/42,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",42,1,Nombre d'intervalle de temps,,,,,Operational,AI Engine
grib2/4/112/43-46,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",43-46,4,Nombre de valeurs manquantes dans le processus statistique,,,,,Operational,AI Engine
grib2/4/112//1,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",,,Les six prochaines entrées sont répétées NT fois nt=1:NT,,,,,Operational,AI Engine
grib2/4/112/47+(nt-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",47+(nt-1)*12,,Type de calcul statistique,,,,,Operational,AI Engine
grib2/4/112/48+(nt-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",48+(nt-1)*12,,Type d'incrément de temps,,,,,Operational,AI Engine
grib2/4/112/49+(nt-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",49+(nt-1)*12,,Indicateur d'unité pour plage de temps,,,,,Operational,AI Engine
grib2/4/112/(50+(nt-1)*12)-(53+(nt-1)*12),"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",(50+(nt-1)*12)-(53+(nt-1)*12),,Durée de l'intervalle de temps,,,,,Operational,AI Engine
grib2/4/112/54+(nt-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",54+(nt-1)*12,,Indicateur d'unité pour l'incrément temporel,((voir la table de code 4.4)),,4.4,,Operational,AI Engine
grib2/4/112/(55+(nt-1)*12)-(58+(nt-1)*12),"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",(55+(nt-1)*12)-(58+(nt-1)*12),,Incrément de temps,,,,,Operational,AI Engine
grib2/4/112//2,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",,,Fin de séquence répétée NT fois,,,,,Operational,AI Engine
grib2/4/112/59+(NT-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",59+(NT-1)*12,,Numéro de la probabilité prévue,,,,,Operational,AI Engine
grib2/4/112/60+(NT-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",60+(NT-1)*12,,Nombre total de probabilités prévues,,,,,Operational,AI Engine
grib2/4/112/61+(NT-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",61+(NT-1)*12,,Type de probabilité,((voir la table de code 4.9)),,4.9,,Operational,AI Engine
grib2/4/112/62+(NT-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",62+(NT-1)*12,,Facteur d'échelle - limite inférieure,,,,,Operational,AI Engine
grib2/4/112/(63+(NT-1)*12)-(66+(NT-1)*12),"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",(63+(NT-1)*12)-(66+(NT-1)*12),,Valeur ajustée - limite inférieure,,,,,Operational,AI Engine
grib2/4/112/67+(NT-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",67+(NT-1)*12,,Facteur d'échelle - limite inférieure,,,,,Operational,AI Engine
grib2/4/112/(68+(NT-1)*12)-(71+(NT-1)*12),"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",(68+(NT-1)*12)-(71+(NT-1)*12),,Valeur ajustée - limite inférieure,,,,,Operational,AI Engine
grib2/4/112/72+(NT-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",72+(NT-1)*12,,Type de jeu de données de référence,(voir la table de codes 4.100),,4.100,,Operational,AI Engine
grib2/4/112/73+(NT-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",73+(NT-1)*12,,Type de relation au jeu de données de référence,(voir la table de codes 4.101),,4.101,,Operational,AI Engine
grib2/4/112/74+(NT-1)*12,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",74+(NT-1)*12,,Nombre de paramètres supplémentaires pour la période de référence - NA,((voir la note 2)),164,,,Operational,AI Engine
grib2/4/112//3,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",,,Les deux entrées suivantes sont répétées NA fois na=0:NA - cela peut être 0 fois si aucun paramètre n'est nécessaire.,,,,,Operational,AI Engine
grib2/4/112/75+(NT-1)*12+(na-1)*5,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",75+(NT-1)*12+(na-1)*5,,Facteur d'échelle des paramètres supplémentaires pour la période de référence,,,,,Operational,AI Engine
grib2/4/112/(76+(NT-1)*12+(na-1)*5)-(79+(NT-1)*12+(na-1)*5),"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",(76+(NT-1)*12+(na-1)*5)-(79+(NT-1)*12+(na-1)*5),,Valeur mise à l'échelle des paramètres supplémentaires pour la période de référence,,,,,Operational,AI Engine
grib2/4/112//4,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",,,Fin de la séquence NA répétée,,,,,Operational,AI Engine
grib2/4/112/(75+(NT-1)*12+NA*5)-(76+(NT-1)*12+NA*5),"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",(75+(NT-1)*12+NA*5)-(76+(NT-1)*12+NA*5),,Année de début de la période de référence,,,,,Operational,AI Engine
grib2/4/112/77+(NT-1)*12+NA*5,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",77+(NT-1)*12+NA*5,,Mois de début de la période de référence,,,,,Operational,AI Engine
grib2/4/112/78+(NT-1)*12+NA*5,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",78+(NT-1)*12+NA*5,,Jour du début de la période de référence,,,,,Operational,AI Engine
grib2/4/112/79+(NT-1)*12+NA*5,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",79+(NT-1)*12+NA*5,,Heure de début de la période de référence,,,,,Operational,AI Engine
grib2/4/112/80+(NT-1)*12+NA*5,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",80+(NT-1)*12+NA*5,,Minute du début de la période de référence,,,,,Operational,AI Engine
grib2/4/112/81+(NT-1)*12+NA*5,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",81+(NT-1)*12+NA*5,,Seconde du début de la période de référence,,,,,Operational,AI Engine
grib2/4/112/(82+(NT-1)*12+NA*5)-(85+(NT-1)*12+NA*5),"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",(82+(NT-1)*12+NA*5)-(85+(NT-1)*12+NA*5),,Taille de l'échantillon de la période de référence,,,,,Operational,AI Engine
grib2/4/112/86+(NT-1)*12+NA*5,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",86+(NT-1)*12+NA*5,,Nombre de plage de temps de la période de référence - NR,((voir la note 3)),165,,,Operational,AI Engine
grib2/4/112//5,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",,,Les trois entrées suivantes sont répétées NR fois nr=1:NR,,,,,Operational,AI Engine
grib2/4/112/87+(NT-1)*12+NA*5+(nr-1)*6,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",87+(NT-1)*12+NA*5+(nr-1)*6,,Type de traitement statistique pour la plage temporelle de la période de référence,(voir la table de codes 4.102),,4.102,,Operational,AI Engine
grib2/4/112/88+(NT-1)*12+NA*5+(nr-1)*6,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",88+(NT-1)*12+NA*5+(nr-1)*6,,Indicateur de l'unité de plage de temps pour la période de référence,((voir la table de code 4.4)),,4.4,,Operational,AI Engine
grib2/4/112/(89+(NT-1)*12+NA*5+(nr-1)*6)-(92+(NT-1)*12+NA*5+(nr-1)*6),"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",(89+(NT-1)*12+NA*5+(nr-1)*6)-(92+(NT-1)*12+NA*5+(nr-1)*6),,Durée de la plage temporelle pour la période de référence,,,,,Operational,AI Engine
grib2/4/112//6,"Anomalies, significations et autres produits dérivés en tant que prévisions probabilistes en relation avec une période de référence à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.",,,Fin de la séquence NR répétée,,,,,Operational,AI Engine
