Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status
Modèle de définition du produit 4.31 — Produit de satellite,10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational
Modèle de définition du produit 4.31 — Produit de satellite,11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational
Modèle de définition du produit 4.31 — Produit de satellite,12,,Type du processus de production,(voir la table de code 4.3),,,,Operational
Modèle de définition du produit 4.31 — Produit de satellite,13,,Indicateur du processus d'observation (défini par les centres d'origine),,,,,Operational
Modèle de définition du produit 4.31 — Produit de satellite,14,,Nombre de bandes spectrales prises en compte (NB),,,,,Operational
Modèle de définition du produit 4.31 — Produit de satellite,,,"15-   Répéter les 11 octets qui suivent pour chaque bande prise en compte (nb = 1, NB)",,,,,Operational
Modèle de définition du produit 4.31 — Produit de satellite,(15+11(nb-1))-(16+11(nb-1)),,Séries des satellites bande nb (table de code établie par le centre d'origine/de production),,,,,Operational
Modèle de définition du produit 4.31 — Produit de satellite,(17+11(nb-1))-(18+11(nb-1)),,Numéros des satellites bande nb (table de code établie par le centre d'origine/de production),,,,,Operational
Modèle de définition du produit 4.31 — Produit de satellite,(19+11(nb-1))-(20+11(nb-1)),,Types d'instruments bande nb (table de code établie par le centre d'origine/de production),,,,,Operational
Modèle de définition du produit 4.31 — Produit de satellite,(21+11(nb-1)),,Facteur d'échelle du nombre d'ondes central - bande nb,,,,,Operational
Modèle de définition du produit 4.31 — Produit de satellite,(22+11(nb-1))-(25+11(nb-1)),,Valeur ajustée du nombre d'ondes central – bande nb (unité: m-1),,,,,Operational
