ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/139/10,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,10,1,Catégorie du paramètre,((voir la table de code 4.1)),,4.1,,Operational,AI
grib2/4/139/11,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,11,1,Numéro du paramètre,((voir la table de code 4.2)),,4.2,,Operational,AI
grib2/4/139/12,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,12,1,Type d'intervalle de période d'onde,((voir la table de code 4.91)),,4.91,,Operational,AI
grib2/4/139/13,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,13,1,Facteur d'échelle de la limite inférieure de la période des vagues,,,,,Operational,AI
grib2/4/139/14-17,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,14-17,4,Valeur mise à l'échelle de la limite inférieure de la période des vagues,((voir la note 1)),163,,,Operational,AI
grib2/4/139/18,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,18,1,Facteur d'échelle de la limite supérieure de la période d'onde,,,,,Operational,AI
grib2/4/139/19-22,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,19-22,4,Valeur mise à l'échelle de la limite supérieure de la période d'onde,((voir la note 1)),163,,,Operational,AI
grib2/4/139/23,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,23,1,Type du processus de production,((voir la table de code 4.3)),,4.3,,Operational,AI
grib2/4/139/24,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,24,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,AI
grib2/4/139/25,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,25,1,Identifiant du processus de génération de prévisions révisées (défini par le centre d'origine),,,,,Operational,AI
grib2/4/139/26-27,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,26-27,2,Limite (heures) de tombée des données d'observation après l'heure de référence,((voir la note 2)),33,,,Operational,AI
grib2/4/139/28,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,28,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,AI
grib2/4/139/29,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,29,1,Indicateur d'unité de l'intervalle de temps,((voir la table de code 4.4)),,4.4,,Operational,AI
grib2/4/139/30-33,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,30-33,4,Heure de la prévision exprimée dans l'unité précisée par l'octet précédent,,,,,Operational,AI
grib2/4/139/34,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,34,1,Type de la première surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI
grib2/4/139/35,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,35,1,Facteur d'échelle - première surface spécifiée,,,,,Operational,AI
grib2/4/139/36-39,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,36-39,4,Valeur ajustée - première surface spécifiée,,,,,Operational,AI
grib2/4/139/40,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,40,1,Type de la deuxième surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI
grib2/4/139/41,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,41,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,AI
grib2/4/139/42-45,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,42-45,4,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,AI
grib2/4/139/46-47,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,46-47,2,Année de la date de version du modèle,,,,,Operational,AI
grib2/4/139/48,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,48,1,Mois de la date de version du modèle,,,,,Operational,AI
grib2/4/139/49,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,49,1,Date de version du modèle jour,,,,,Operational,AI
grib2/4/139/50,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,50,1,Heure de la date de version du modèle,,,,,Operational,AI
grib2/4/139/51,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,51,1,Minute de la date de version du modèle,,,,,Operational,AI
grib2/4/139/52,Reforecast à un niveau horizontal ou dans une couche horizontale à un moment donné pour les vagues sélectionnées par plage de période,52,1,Seconde de la date de version du modèle,,,,,Operational,AI
