ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/11/10,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",10,1,Catégorie du paramètre,(voir la table de code 4.1),,4.1,,Operational,Original
grib2/4/11/11,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",11,1,Numéro du paramètre,(voir la table de code 4.2),,4.2,,Operational,Original
grib2/4/11/12,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",12,1,Type du processus de production,(voir la table de code 4.3),,4.3,,Operational,Original
grib2/4/11/13,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",13,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/11/14,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",14,1,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/11/15-16,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",15-16,2,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 1),,,,Operational,Original
grib2/4/11/17,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",17,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,Original
grib2/4/11/18,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",18,1,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,4.4,,Operational,Original
grib2/4/11/19-22,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",19-22,4,Heure de la prévision exprimée dans l'unité précisée par l'octet 18,(voir la note 2),,,,Operational,Original
grib2/4/11/23,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",23,1,Type de la première surface spécifiée,(voir la table de code 4.5),,4.5,,Operational,Original
grib2/4/11/24,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",24,1,Facteur d'échelle - première surface spécifiée,,,,,Operational,Original
grib2/4/11/25-28,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",25-28,4,Valeur ajustée - première surface spécifiée,,,,,Operational,Original
grib2/4/11/29,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",29,1,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,4.5,,Operational,Original
grib2/4/11/30,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",30,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/11/31-34,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",31-34,4,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/11/35,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",35,1,Type de la prévision d'ensemble,(voir la table de code 4.6),,4.6,,Operational,Original
grib2/4/11/36,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",36,1,Numéro de la perturbation,,,,,Operational,Original
grib2/4/11/37,"Modèle de définition du produit 4.11 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",37,1,Nombre de prévisions dans l'ensemble,,,,,Operational,Original
