ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/96/10,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à une heure locale.",10,1,Catégorie du paramètre,((voir la table de code 4.1)),,4.1,,Operational,AI
grib2/4/96/11,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à une heure locale.",11,1,Numéro du paramètre,((voir la table de code 4.2)),,4.2,,Operational,AI
grib2/4/96/12,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à un moment local.",12,1,Type du processus de production,((voir la table de code 4.3)),,4.3,,Operational,AI
grib2/4/96/13,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à une heure locale.",13,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,AI
grib2/4/96/14,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à une heure locale.",14,1,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Operational,AI
grib2/4/96/15,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à une heure locale.",15,1,Type de la première surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI
grib2/4/96/16,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à une heure locale.",16,1,Facteur d'échelle - première surface spécifiée,,,,,Operational,AI
grib2/4/96/17-20,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à une heure locale.",17-20,4,Valeur ajustée - première surface spécifiée,,,,,Operational,AI
grib2/4/96/21,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à une heure locale.",21,1,Type de la deuxième surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI
grib2/4/96/22,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à une heure locale.",22,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,AI
grib2/4/96/23-26,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à une heure locale.",23-26,4,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,AI
grib2/4/96/27,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement d'une prévision d'ensemble individuelle, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à une heure locale.",27,1,Type de la prévision d'ensemble,((voir la table de code 4.6)),,4.6,,Operational,AI
