ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/90/15,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,15,1,Forme de la Terre,(voir la table de code 3.2),,3.2,,Operational,Original
grib2/3/90/16,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,16,1,Facteur d'échelle du rayon de la Terre sphérique,,,,,Operational,Original
grib2/3/90/17-20,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,17-20,4,Valeur ajustée du rayon de la Terre sphérique,,,,,Operational,Original
grib2/3/90/21,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,21,1,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/90/22-25,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,22-25,4,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/90/26,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,26,1,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/90/27-30,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,27-30,4,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/90/31-34,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,31-34,4,Nx - nombre de points le long de l'axe des x (colonnes),,,,,Operational,Original
grib2/3/90/35-38,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,35-38,4,Ny - nombre de points le long de l'axe des y (rangées ou lignes),,,,,Operational,Original
grib2/3/90/39-42,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,39-42,4,Lap - latitude du point à la verticale du satellite,,,,,Operational,Original
grib2/3/90/43-46,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,43-46,4,Lop - longitude du point à la verticale du satellite,,,,,Operational,Original
grib2/3/90/47,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,47,1,Indicateurs de résolution et de composantes,(voir la table d'indicateurs 3.3),,,3.3,Operational,Original
grib2/3/90/48-51,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,48-51,4,"dx - diamètre apparent de la Terre en longueurs de grille, dans la direction x",,,,,Operational,Original
grib2/3/90/52-55,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,52-55,4,"dy - diamètre apparent de la Terre en longueurs de grille, dans la direction y",,,,,Operational,Original
grib2/3/90/56-59,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,56-59,4,"Xp - coordonnée x du point à la verticale du satellite (en 10-3 longueurs de grille, exprimée sous forme d'entier)",,,,,Operational,Original
grib2/3/90/60-63,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,60-63,4,"Yp - coordonnée y du point à la verticale du satellite (en 10-3 longueurs de grille, exprimée sous forme d'entier)",,,,,Operational,Original
grib2/3/90/64,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,64,1,Mode d'exploration,(voir la table d'indicateurs 3.4),,,3.4,Operational,Original
grib2/3/90/65-68,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,65-68,4,Orientation de la grille; soit l'angle entre l'axe des y dans le sens ascendant et le méridien du point à la verticale du satellite dans le sens ascendant de la latitude,(voir la note 3),,,,Operational,Original
grib2/3/90/69-72,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,69-72,4,"Nr - altitude de la caméra par rapport au centre de la Terre, mesurée en unités du rayon terrestre équatorial et multipliée par un facteur d'échelle de 106",(voir les notes 4 et 5),,,,Operational,Original
grib2/3/90/73-76,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,73-76,4,Xo - coordonnée x d'origine de l'image sectorielle,,,,,Operational,Original
grib2/3/90/77-80,Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,77-80,4,Yo - coordonnée y d'origine de l'image sectorielle,,,,,Operational,Original
