ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/111/10,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des produits optiques génériques",10,1,Catégorie du paramètre,((voir la table de code 4.1)),4.1,,,Operational,AI Engine
grib2/4/111/11,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des produits optiques génériques",11,1,Numéro du paramètre,((voir la table de code 4.2)),4.2,,,Operational,AI Engine
grib2/4/111/12,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des produits optiques génériques",12,1,Type d'intervalle (pour la longueur d'onde),((voir la table de code 4.91)),,4.91,,Operational,AI Engine
grib2/4/111/13,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des produits optiques génériques",13,1,Facteur d'échelle de la première longueur d'onde,,,,,Operational,AI Engine
grib2/4/111/14-17,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des produits optiques génériques",14-17,4,Valeur mise à l'échelle de la première longueur d'onde,,,,,Operational,AI Engine
grib2/4/111/18,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des produits optiques génériques",18,1,Facteur d'échelle de la deuxième longueur d'onde,,,,,Operational,AI Engine
grib2/4/111/19-22,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des produits optiques génériques",19-22,4,Valeur mise à l'échelle de la deuxième longueur d'onde,,,,,Operational,AI Engine
grib2/4/111/23,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des produits optiques génériques",23,1,Type du processus de production,((voir la table de code 4.3)),,4.3,,Operational,AI Engine
grib2/4/111/24,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des produits optiques génériques",24,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,AI Engine
grib2/4/111/25,"Moyenne, accumulation, valeurs extrêmes ou autres valeurs traitées statistiquement à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des produits optiques génériques",25,1,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Operational,AI Engine
