ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/70/10,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",10,1,Catégorie du paramètre,(voir la table de code 4.1),,4.1,,Operational,Original
grib2/4/70/11,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",11,1,Numéro du paramètre,(voir la table de code 4.2),,4.2,,Operational,Original
grib2/4/70/12-13,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",12-13,2,Indicateur pour le traitement des données d'entrée,(voir la note 1),82,,,Operational,Original
grib2/4/70/14-15,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",14-15,2,Centre d'origine des données d'entrée,(voir la table de code commune C-11 et la note 2),81,CCT-11,,Operational,Original
grib2/4/70/16,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",16,1,Type de post-traitement,(voir la note 3),126,,,Operational,Original
grib2/4/70/17,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",17,1,Type du processus de production,(voir la table de code 4.3),,4.3,,Operational,Original
grib2/4/70/18,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",18,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/70/19,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",19,1,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/70/20-21,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",20-21,2,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 4),33,,,Operational,Original
grib2/4/70/22,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",22,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,Original
grib2/4/70/23,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",23,1,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,4.4,,Operational,Original
grib2/4/70/24-27,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",24-27,4,Heure de la prévision exprimée dans l'unité précisée par l'octet 23,,,,,Operational,Original
grib2/4/70/28,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",28,1,Type de la première surface spécifiée,(voir la table de code 4.5),,4.5,,Operational,Original
grib2/4/70/29,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",29,1,Facteur d'échelle - première surface spécifiée,,,,,Operational,Original
grib2/4/70/30-33,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",30-33,4,Valeur ajustée - première surface spécifiée,,,,,Operational,Original
grib2/4/70/34,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",34,1,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,4.5,,Operational,Original
grib2/4/70/35,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",35,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/70/36-39,"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",36-39,4,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,Original
