ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/95/10,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",10,1,Catégorie du paramètre,((voir la table de code 4.1)),,4.1,,Operational,AI Engine
grib2/4/95/11,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",11,1,Numéro du paramètre,((voir la table de code 4.2)),,4.2,,Operational,AI Engine
grib2/4/95/12,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",12,1,Type du processus de production,((voir la table de code 4.3)),,4.3,,Operational,AI Engine
grib2/4/95/13,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",13,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,AI Engine
grib2/4/95/14,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",14,1,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational,AI Engine
grib2/4/95/15,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",15,1,Type de la première surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI Engine
grib2/4/95/16,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",16,1,Facteur d'échelle - première surface spécifiée,,,,,Operational,AI Engine
grib2/4/95/17-20,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",17-20,4,Valeur ajustée - première surface spécifiée,,,,,Operational,AI Engine
grib2/4/95/21,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",21,1,Type de la deuxième surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI Engine
grib2/4/95/22,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",22,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,AI Engine
grib2/4/95/23-26,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",23-26,4,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,AI Engine
grib2/4/95/27,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",27,1,Processus statistique utilisé pour calculer les champs qui seront utilisés dans le traitement du temps local.,((voir la table de code 4.10)),,4.10,,Operational,AI Engine
grib2/4/95/28,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",28,1,Indicateur de l'unité de plage de temps sur laquelle le traitement statistique est effectué,((voir la table de code 4.4)),,4.4,,Operational,AI Engine
grib2/4/95/29-32,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",29-32,4,Longueur de l'intervalle de temps sur lequel le traitement statistique est effectué en unités définies par l'octet précédent.,((voir la note 1)),140,,,Operational,AI Engine
grib2/4/95/33,"Moyenne, accumulation, valeurs extrêmes ou autre valeur traitée statistiquement à un niveau horizontal ou dans une couche horizontale à un moment local.",33,1,Nombre de champs traités statistiquement utilisés dans le champ composite de l'heure locale,((voir la note 2)),141,,,Operational,AI Engine
