Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",12,,Type du processus de production,(voir la table de code 4.3),,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",13,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",14,,Indicateur du processus de production de l'analyse ou de la prévision,,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",15-16,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note),,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",17,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",18,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",19-22,,Heure de la prévision exprimée dans l'unité précisée par l'octet 18,,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",23,,Nombre de bandes spectrales prises en compte (NB),,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",,,"24-   Répéter les 11 octets qui suivent pour chaque bande prise en compte (nb = 1, NB)",,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",(24+11(nb-1))-(25+11(nb-1)),,Séries des satellites - bande nb (table de code établie par le centre d'origine/ de production),,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",(26+11(nb-1))-(27+11(nb-1)),,Numéros des satellites - bande nb (table de code établie par le centre d'origine/ de production),,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",(28+11(nb-1))-(29+11(nb-1)),,Types d'instruments - bande nb (table de code établie par le centre d'origine/ de production),,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",(30+11(nb-1)),,Facteur d'échelle du nombre d'ondes central - bande nb,,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",(31+11(nb-1))-(34+11(nb-1)),,Valeur ajustée du nombre d'ondes central – bande nb (unité: m¯¹),,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",(24+11NB),,Type de la prévision d'ensemble,(voir la table de code 4.6),,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",(24+11NB+1),,Numéro de la perturbation,,,,,Operational
"Modèle de définition du produit 4.33 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",(24+11NB+2),,Nombre de prévisions dans l'ensemble,,,,,Operational
