ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/62/10,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational,Original
grib2/4/62/11,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational,Original
grib2/4/62/12,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",12,,Classification des dalles,(voir la table de code 4.242),,,,Operational,Original
grib2/4/62/13,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",13,,Nombre total (NT) de paires de dalles ou de caractéristiques,(voir les notes 1 et 2),,,,Operational,Original
grib2/4/62/14,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",14,,Nombre de dalles spatiales utilisées (NUT),(voir les notes 1 et 2),,,,Operational,Original
grib2/4/62/15,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",15,,"Indice de dalle (ITN = {1,..., NUT})",(voir la note 1),,,,Operational,Original
grib2/4/62/16,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",16,,Nombre de caractéristiques de dalle utilisées (NAT) pour ITN,(voir la note 1),,,,Operational,Original
grib2/4/62/17,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",17,,"Caractéristique de la dalle (A = {A(1),..., A(NAT(ITN))})",(voir la table de code 4.241)  (voir la note 1),,,,Operational,Original
grib2/4/62/18,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",18,,Type du processus de production,(voir la table de code 4.3),,,,Operational,Original
grib2/4/62/19,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",19,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/62/20,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",20,,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/62/21-22,"Modèle de définition du produit 4.62 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",21-22,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 3),,,,Operational,Original
