ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/150/10,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,10,1,Catégorie du paramètre,((voir la table de code 4.1)),,4.1,,Operational,AI Engine
grib2/4/150/11,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,11,1,Numéro du paramètre,((voir la table de code 4.2)),,4.2,,Operational,AI Engine
grib2/4/150/12,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,12,1,Type du processus de production,((voir la table de code 4.3)),,4.3,,Operational,AI Engine
grib2/4/150/13,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,13,1,Processus en arrière-plan,,,,,Operational,AI Engine
grib2/4/150/14,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,14,1,Génération d'identifiant de processus,,,,,Operational,AI Engine
grib2/4/150/15-16,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,15-16,2,Heures après la coupure des données,,,,,Operational,AI Engine
grib2/4/150/17,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,17,1,Minutes après la coupure des données,,,,,Operational,AI Engine
grib2/4/150/18,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,18,1,Indicateur d'unité de l'intervalle de temps,((voir la table de code 4.4)),,4.4,,Operational,AI Engine
grib2/4/150/19-22,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,19-22,4,Temps de prévision,,,,,Operational,AI Engine
grib2/4/150/23,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,23,1,Type de la première surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI Engine
grib2/4/150/24,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,24,1,Facteur d'échelle - première surface spécifiée,,,,,Operational,AI Engine
grib2/4/150/25-28,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,25-28,4,Valeur ajustée - première surface spécifiée,,,,,Operational,AI Engine
grib2/4/150/29,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,29,1,Type de la deuxième surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI Engine
grib2/4/150/30,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,30,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,AI Engine
grib2/4/150/31-34,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,31-34,4,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,AI Engine
grib2/4/150/35,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,35,1,Prévision dérivée,((voir la table de code 4.7)),,4.7,,Operational,AI Engine
grib2/4/150/36-39,Scores de vérification pour les prévisions dérivées basées sur tous les membres de l'ensemble à un niveau horizontal ou dans une couche horizontale à un moment donné.,36-39,4,Nombre de prévisions dans l'ensemble,,,,,Operational,AI Engine
