Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",12,,Type du processus de production,(voir la table de code 4.3),,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",13,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",14,,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",15-16,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 1),,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",17,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",18,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",19-22,,Heure de la prévision exprimée dans l'unité précisée par l'octet 18,,,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",23-26,,Nombre total de valeurs manquantes dans le calcul statistique,,,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",27,,Calcul statistique ayant permis d'obtenir le champ élaboré à partir du champ à chaque incrément de temps durant l'intervalle de temps,(voir la table de code 4.10),,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",28,,Type d'incrément de temps entre les champs successifs employé pour le calcul statistique,(voir la table de code 4.11),,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",29,,Indicateur de l'unité de temps employée pour l'intervalle de temps sur lequel porte le calcul statistique,(voir la table de code 4.4),,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",30-33,,"Durée de l'intervalle de temps sur lequel porte le calcul statistique, exprimée dans l'unité indiquée par l'octet précédent",,,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",34,,Indicateur de l'unité de temps employée pour l'incrément de temps entre les champs successifs,(voir la table de code 4.4),,,,Experimental
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",35-38,,"Incrément de temps entre les champs successifs, exprimé dans l'unité indiquée par l'octet précédent",(voir la note 2),,,,Experimental
