ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/61/15,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,15,1,Type de représentation des données spectrales,(voir la table de code 3.6),,3.6,,Operational,PDF
grib2/3/61/16-19,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,16-19,4,N - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational,PDF
grib2/3/61/20-23,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,20-23,4,M - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational,PDF
grib2/3/61/24,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,24,1,Type de troncature avec transformée de Fourier 2D,(voir la table de code 3.25),,3.25,,Operational,PDF
grib2/3/61/25-32,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,25-32,8,Lx - taille en mètres du domaine le long de l'axe des x,,,,,Operational,PDF
grib2/3/61/33-40,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,33-40,8,Lux - taille en mètres du sous-domaine de prévision numérique le long de l'axe des x,,,,,Operational,PDF
grib2/3/61/41-48,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,41-48,8,Lcx - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des x,,,,,Operational,PDF
grib2/3/61/49-56,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,49-56,8,Ly - taille en mètres du domaine le long de l'axe des y,,,,,Operational,PDF
grib2/3/61/57-64,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,57-64,8,Luy - taille en mètres du sous-domaine de prévision numérique le long de l'axe des y,,,,,Operational,PDF
grib2/3/61/65-72,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,65-72,8,Lcy - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des y,,,,,Operational,PDF
grib2/3/61/73,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,73,1,Forme de la Terre,(voir la table de code 3.2),,3.2,,Operational,PDF
grib2/3/61/74,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,74,1,Facteur d'échelle du rayon de la Terre sphérique,,,,,Operational,PDF
grib2/3/61/75-78,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,75-78,4,Valeur ajustée du rayon de la Terre sphérique,,,,,Operational,PDF
grib2/3/61/79,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,79,1,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/61/80-83,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,80-83,4,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/61/84,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,84,1,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/61/85-88,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,85-88,4,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/61/89-92,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,89-92,4,La1 - latitude du premier point de la grille,,,,,Operational,PDF
grib2/3/61/93-96,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,93-96,4,Lo1 - longitude du premier point de la grille,,,,,Operational,PDF
grib2/3/61/97-100,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,97-100,4,LaD latitude(s) d'intersection du cylindre de projection de Mercator avec la Terre (latitude(s) pour laquelle (lesquelles) Di et Dj sont précisées),,,,,Operational,PDF
grib2/3/61/101-104,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,101-104,4,La2 - latitude du dernier point de la grille,,,,,Operational,PDF
grib2/3/61/105-108,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,105-108,4,Lo2 - longitude du dernier point de la grille,,,,,Operational,PDF
grib2/3/61/109-112,Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,109-112,4,"Orientation de la grille, angle entre la direction i sur la carte et l'équateur",(voir la note),,,,Operational,PDF
