ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/40/10,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational,Original
grib2/4/40/11,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational,Original
grib2/4/40/12-13,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",12-13,,Type de constituants chimiques de l'atmosphère,(voir la table de code 4.230),,,,Operational,Original
grib2/4/40/14,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",14,,Type du processus de production,(voir la table de code 4.3),,,,Operational,Original
grib2/4/40/15,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",15,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/40/16,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",16,,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/40/17-18,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",17-18,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note),,,,Operational,Original
grib2/4/40/19,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",19,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,Original
grib2/4/40/20,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",20,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Operational,Original
grib2/4/40/21-24,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",21-24,,Heure de la prévision exprimée dans l'unité précisée par l'octet 20,,,,,Operational,Original
grib2/4/40/25,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",25,,Type de la première surface spécifiée,(voir la table de code 4.5),,,,Operational,Original
grib2/4/40/26,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",26,,Facteur d'échelle - première surface spécifiée,,,,,Operational,Original
grib2/4/40/27-30,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",27-30,,Valeur ajustée - première surface spécifiée,,,,,Operational,Original
grib2/4/40/31,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",31,,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,,,Operational,Original
grib2/4/40/32,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",32,,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/40/33-36,"Modèle de définition du produit 4.40 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",33-36,,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,Original
