ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/4/15,Grille latitude/longitude de résolution variable,15,1,Forme de la Terre,(voir la table de code 3.2),,3.2,,Operational,PDF
grib2/3/4/16,Grille latitude/longitude de résolution variable,16,1,Facteur d'échelle du rayon de la Terre sphérique,,,,,Operational,PDF
grib2/3/4/17-20,Grille latitude/longitude de résolution variable,17-20,4,Valeur ajustée du rayon de la Terre sphérique,,,,,Operational,PDF
grib2/3/4/21,Grille latitude/longitude de résolution variable,21,1,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/4/22-25,Grille latitude/longitude de résolution variable,22-25,4,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/4/26,Grille latitude/longitude de résolution variable,26,1,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/4/27-30,Grille latitude/longitude de résolution variable,27-30,4,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,PDF
grib2/3/4/31-34,Grille latitude/longitude de résolution variable,31-34,4,Ni - nombre de points le long d'un parallèle,,,,,Operational,PDF
grib2/3/4/35-38,Grille latitude/longitude de résolution variable,35-38,4,Nj - nombre de points le long d'un méridien,,,,,Operational,PDF
grib2/3/4/39-42,Grille latitude/longitude de résolution variable,39-42,4,Angle de base du domaine de production initial,(voir la note 1),9,,,Operational,PDF
grib2/3/4/43-46,Grille latitude/longitude de résolution variable,43-46,4,Subdivisions de l'angle de base utilisées pour indiquer les longitudes et latitudes extrêmes et les incréments de direction,(voir la note 1),9,,,Operational,PDF
grib2/3/4/47,Grille latitude/longitude de résolution variable,47,1,Indicateurs de résolution et de composantes,(voir la table d'indicateurs 3.3 et la note 2),114,,3.3,Operational,PDF
grib2/3/4/48,Grille latitude/longitude de résolution variable,48,1,Mode d'exploration,(voir la table d'indicateurs 3.4),,,3.4,Operational,PDF
grib2/3/4/49-ii,Grille latitude/longitude de résolution variable,49-ii,,Liste des longitudes,(voir les notes 1 et 3),"9,85",,,Operational,PDF
grib2/3/4/(ii+1)-jj,Grille latitude/longitude de résolution variable,(ii+1)-jj,,Liste des latitudes,(voir les notes 1 et 3),"9,85",,,Operational,PDF
