ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/10/10,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",10,1,Catégorie du paramètre,(voir la table de code 4.1),,4.1,,Experimental,PDF
grib2/4/10/11,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",11,1,Numéro du paramètre,(voir la table de code 4.2),,4.2,,Experimental,PDF
grib2/4/10/12,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",12,1,Type du processus de production,(voir la table de code 4.3),,4.3,,Experimental,PDF
grib2/4/10/13,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",13,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Experimental,PDF
grib2/4/10/14,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",14,1,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Experimental,PDF
grib2/4/10/15-16,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",15-16,2,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 1),33,,,Experimental,PDF
grib2/4/10/17,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",17,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Experimental,PDF
grib2/4/10/18,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",18,1,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,4.4,,Experimental,PDF
grib2/4/10/19-22,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",19-22,4,Heure de la prévision exprimée dans l'unité précisée par l'octet précédent,(voir la note 2),111,,,Experimental,PDF
grib2/4/10/23,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",23,1,Type de la première surface spécifiée,(voir la table de code 4.5),,4.5,,Experimental,PDF
grib2/4/10/24,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",24,1,Facteur d'échelle - première surface spécifiée,,,,,Experimental,PDF
grib2/4/10/25-28,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",25-28,4,Valeur ajustée - première surface spécifiée,,,,,Experimental,PDF
grib2/4/10/29,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",29,1,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,4.5,,Experimental,PDF
grib2/4/10/30,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",30,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Experimental,PDF
grib2/4/10/31-34,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",31-34,4,Valeur ajustée - deuxième surface spécifiée,,,,,Experimental,PDF
grib2/4/10/35,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",35,1,Valeur du percentile (de 100 % à 0 %),,,,,Experimental,PDF
grib2/4/10/36-37,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",36-37,2,Année,,,,,Experimental,PDF
grib2/4/10/38,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",38,1,Mois,,,,,Experimental,PDF
grib2/4/10/39,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",39,1,Jour,,,,,Experimental,PDF
grib2/4/10/40,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",40,1,Heure,,,,,Experimental,PDF
grib2/4/10/41,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",41,1,Minute,,,,,Experimental,PDF
grib2/4/10/42,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",42,1,Seconde,,,,,Experimental,PDF
grib2/4/10/43,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",43,1,n Nombre des spécifications décrivant les intervalles de temps sur lesquels porte le calcul statistique du champ,,,,,Experimental,PDF
grib2/4/10/44-47,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",44-47,4,Nombre total de valeurs manquantes dans le calcul statistique,,,,,Experimental,PDF
grib2/4/10//1,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,48-59   Spécification de l'intervalle de temps le plus éloigné (ou intervalle de temps unique) sur lequel porte le calcul statistique,,,,,Experimental,PDF
grib2/4/10/48,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",48,1,Calcul statistique ayant permis d'obtenir le champ élaboré à partir du champ à chaque incrément de temps durant l'intervalle de temps,(voir la table de code 4.10),,4.10,,Experimental,PDF
grib2/4/10/49,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",49,1,Type d'incrément de temps entre les champs successifs employé pour le calcul statistique,(voir la table de code 4.11),,4.11,,Experimental,PDF
