ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/125/10,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les radionucléides",10,1,Catégorie du paramètre,((voir la table de code 4.1)),,4.1,,Operational,AI
grib2/4/125/11,"Prévision individuelle d'ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les radionucléides",11,1,Numéro du paramètre,((voir la table de code 4.2)),,4.2,,Operational,AI
grib2/4/125/12-13,"Prévision individuelle d'ensemble, contrôle et perturbé, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les radionucléides.",12-13,2,Type de constituants chimiques de l'atmosphère,((voir la table de code 4.230)),,4.230,,Operational,AI
grib2/4/125/14,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les radionucléides",14,1,Source ou puits,((voir la table de code 4.238)),,4.238,,Operational,AI
grib2/4/125/15-16,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les radionucléides",15-16,2,Modèle de transport utilisé,(Voir le tableau de codes 4.333),,4.333,,Operational,AI
grib2/4/125/17-18,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les radionucléides",17-18,2,Demandé par l'entité,(Voir le tableau des codes communs C-11),,c-11,,Operational,AI
grib2/4/125/19-20,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les radionucléides",19-20,2,Origine du scénario,(Voir le tableau de codes 4.335),,4.335,,Operational,AI
grib2/4/125/21-22,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les radionucléides",21-22,2,NWP utilisé,(Voir le tableau de codes 4.336),,4.336,,Operational,AI
grib2/4/125/23-24,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les radionucléides",23-24,2,Année de début de publication,,,,,Operational,AI
grib2/4/125/25,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale à un moment donné pour les radionucléides",25,1,Mois de début de la version,,,,,Operational,AI
