Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",12,,Type du processus de production,(voir la table de code 4.3),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",13,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",14,,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",15-16,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 1),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",17,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",18,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",19-22,,Heure de la prévision exprimée dans l'unité précisée par l'octet 18,(voir la note 2),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",23,,Type de la première surface spécifiée,(voir la table de code 4.5),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",24,,Facteur d'échelle - première surface spécifiée,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",25-28,,Valeur ajustée - première surface spécifiée,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",29,,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",30,,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",31-34,,Valeur ajustée - deuxième surface spécifiée,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",35,,Numéro de la probabilité prévue,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",36,,Nombre total de probabilités prévues,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",37,,Type de probabilité,(voir la table de code 4.9),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",38,,Facteur d'échelle - limite inférieure,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",39-42,,Valeur ajustée - limite inférieure,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",43,,Facteur d'échelle - limite supérieure,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",44-47,,Valeur ajustée - limite supérieure,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",48-49,,Année,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",50,,Mois,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",51,,Jour,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",52,,Heure,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",53,,Minute,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",54,,Seconde,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",55,,n Nombre des spécifications décrivant les intervalles de temps sur lesquels porte le calcul statistique du champ,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",56-59,,Nombre total de valeurs manquantes dans le calcul statistique,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,60-71   Spécification de l'intervalle de temps le plus éloigné (ou intervalle de temps unique) sur lequel porte le calcul statistique,,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",60,,Calcul statistique ayant permis d'obtenir le champ élaboré à partir du champ à chaque incrément de temps durant l'intervalle de temps,(voir la table de code 4.10),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",61,,Type d'incrément de temps entre les champs successifs employé pour le calcul statistique,(voir la table de code 4.11),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",62,,Indicateur de l'unité de temps employée pour l'intervalle de temps sur lequel porte le calcul statistique,(voir la table de code 4.4),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",63-66,,"Durée de l'intervalle de temps sur lequel porte le calcul statistique, exprimée dans l'unité indiquée par l'octet précédent",,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",67,,Indicateur de l'unité de temps employée pour l'incrément de temps entre les champs successifs,(voir la table de code 4.4),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",68-71,,"Incrément de temps entre les champs successifs, exprimé dans l'unité indiquée par l'octet précédent",(voir les notes 3 et 4),,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,"72-nn   Ces octets figurent dans le message uniquement si n>1, nn = 59 + 12 x n",,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",72-83,,"Même contenu que les octets 60 à 71, pour l'étape suivante du calcul",,,,,Operational
"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",84-nn,,"Spécifications des intervalles de temps supplémentaires, incluses en fonction de la valeur de n. Le contenu est le même que celui des octets 60 à 71, répétés au besoin.",,,,,Operational
