ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/145/10,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu pour les vagues sélectionnées par plage de périodes.",10,1,Catégorie du paramètre,((voir la table de code 4.1)),,4.1,,Operational,AI Engine
grib2/4/145/11,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des vagues sélectionnées par plage de périodes.",11,1,Numéro du paramètre,((voir la table de code 4.2)),,4.2,,Operational,AI Engine
grib2/4/145/12,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des vagues sélectionnées par plage de périodes.",12,1,Type d'intervalle de période d'onde,((voir la table de code 4.91)),,4.91,,Operational,AI Engine
grib2/4/145/13,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des vagues sélectionnées par plage de périodes.",13,1,Facteur d'échelle de la limite inférieure de la période des vagues,,,,,Operational,AI Engine
grib2/4/145/14-17,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour les vagues sélectionnées par plage de période.",14-17,4,Valeur mise à l'échelle de la limite inférieure de la période d'onde,((voir la note 1)),163,,,Operational,AI Engine
grib2/4/145/18,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des vagues sélectionnées par plage de périodes.",18,1,Facteur d'échelle de la limite supérieure de la période des vagues,,,,,Operational,AI Engine
grib2/4/145/19-22,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des vagues sélectionnées par plage de périodes.",19-22,4,Valeur mise à l'échelle de la limite supérieure de la période d'onde,((voir la note 1)),163,,,Operational,AI Engine
grib2/4/145/23,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des vagues sélectionnées par plage de périodes.",23,1,Type du processus de production,((voir la table de code 4.3)),,4.3,,Operational,AI Engine
grib2/4/145/24,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des vagues sélectionnées par plage de périodes.",24,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,AI Engine
grib2/4/145/25,"Prévision individuelle d'ensemble, contrôle et perturbée, à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu pour des vagues sélectionnées par plage de périodes.",25,1,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational,AI Engine
