ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/80/10,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",10,1,Catégorie du paramètre,(voir la table de code 4.1),,4.1,,Operational,PDF
grib2/4/80/11,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",11,1,Numéro du paramètre,(voir la table de code 4.2),,4.2,,Operational,PDF
grib2/4/80/12-13,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",12-13,2,Type d'aérosol,(voir la table de code commune C-14),,CCT-14,,Operational,PDF
grib2/4/80/14,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",14,1,Source ou puits,(voir la table de code 4.238),,4.238,,Operational,PDF
grib2/4/80/15,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",15,1,Type d'intervalle pour la première et la deuxième taille,(voir la table de code 4.91),,4.91,,Operational,PDF
grib2/4/80/16,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",16,1,Facteur d'échelle de la première taille,,,,,Operational,PDF
grib2/4/80/17-20,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",17-20,4,Valeur ajustée de la première taille en mètres,,,,,Operational,PDF
grib2/4/80/21,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",21,1,Facteur d'échelle de la deuxième taille,,,,,Operational,PDF
grib2/4/80/22-25,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",22-25,4,Valeur ajustée de la deuxième taille en mètres,,,,,Operational,PDF
grib2/4/80/26,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",26,1,Type d'intervalle pour la première et la deuxième longueur d'onde indiquée,(voir la table de code 4.91),,4.91,,Operational,PDF
grib2/4/80/27,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",27,1,Facteur d'échelle de la première longueur d'onde,,,,,Operational,PDF
grib2/4/80/28-31,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",28-31,4,Valeur ajustée de la première longueur d'onde en mètres,,,,,Operational,PDF
grib2/4/80/32,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",32,1,Facteur d'échelle de la deuxième longueur d'onde,,,,,Operational,PDF
grib2/4/80/33-36,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",33-36,4,Valeur ajustée de la deuxième longueur d'onde en mètres,,,,,Operational,PDF
grib2/4/80/37,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",37,1,Type du processus de production,(voir la table de code 4.3),,4.3,,Operational,PDF
grib2/4/80/38,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",38,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,PDF
grib2/4/80/39,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",39,1,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational,PDF
grib2/4/80/40-41,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",40-41,2,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note),,,,Operational,PDF
grib2/4/80/42,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",42,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,PDF
grib2/4/80/43,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",43,1,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,4.4,,Operational,PDF
grib2/4/80/44-47,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",44-47,4,Heure de la prévision exprimée dans l'unité précisée par l'octet 42,,,,,Operational,PDF
grib2/4/80/48,"Modèle de définition du produit 4.80 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",48,1,Type de la première surface spécifiée,(voir la table de code 4.5),,4.5,,Operational,PDF
grib2/4/80/49,(Modèle de définition du produit 4.80 suite),49,1,Facteur d'échelle - première surface spécifiée,,,,,Operational,PDF
grib2/4/80/50-53,(Modèle de définition du produit 4.80 suite),50-53,4,Valeur ajustée - première surface spécifiée,,,,,Operational,PDF
grib2/4/80/54,(Modèle de définition du produit 4.80 suite),54,1,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,4.5,,Operational,PDF
grib2/4/80/55,(Modèle de définition du produit 4.80 suite),55,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,PDF
grib2/4/80/56-59,(Modèle de définition du produit 4.80 suite),56-59,4,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,PDF
