ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/46/10,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",10,1,Catégorie du paramètre,(voir la table de code 4.1),,4.1,,Operational,Original
grib2/4/46/11,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",11,1,Numéro du paramètre,(voir la table de code 4.2),,4.2,,Operational,Original
grib2/4/46/12-13,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",12-13,2,Type d'aérosol,(voir la table de code 4.233),,4.233,,Operational,Original
grib2/4/46/14,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",14,1,Type d'intervalle pour la première et la deuxième taille,(voir la table de code 4.91),,4.91,,Operational,Original
grib2/4/46/15,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",15,1,Facteur d'échelle de la première taille,,,,,Operational,Original
grib2/4/46/16-19,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",16-19,4,Valeur ajustée de la première taille en mètres,,,,,Operational,Original
grib2/4/46/20,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",20,1,Facteur d'échelle de la deuxième taille,,,,,Operational,Original
grib2/4/46/21-24,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",21-24,4,Valeur ajustée de la deuxième taille en mètres,,,,,Operational,Original
grib2/4/46/25,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",25,1,Type du processus de production,(voir la table de code 4.3),,4.3,,Operational,Original
grib2/4/46/26,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",26,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/46/27,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",27,1,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/46/28-29,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",28-29,2,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 1),,,,Operational,Original
grib2/4/46/30,"Modèle de définition du produit 4.46 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",30,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,Original
