ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/84/10,"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",10,1,Catégorie du paramètre,((voir la table de code 4.1)),,4.1,,Operational,AI Engine
grib2/4/84/11,"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",11,1,Numéro du paramètre,((voir la table de code 4.2)),,4.2,,Operational,AI Engine
grib2/4/84/12-13,"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",12-13,2,Type d'aérosol,((voir la table de code 4.233)),,4.233,,Operational,AI Engine
grib2/4/84/14,"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",14,1,Source ou puits,((voir la table de code 4.238)),,4.238,,Operational,AI Engine
grib2/4/84/15,"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",15,1,Type d'intervalle pour la première et la deuxième taille,((voir la table de code 4.91)),,4.91,,Operational,AI Engine
grib2/4/84/16,"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",16,1,Facteur d'échelle de la première taille,,,,,Operational,AI Engine
grib2/4/84/17-20,"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",17-20,4,Valeur ajustée de la première taille en mètres,,,,,Operational,AI Engine
grib2/4/84/21,"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",21,1,Facteur d'échelle de la deuxième taille,,,,,Operational,AI Engine
grib2/4/84/22-25,"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",22-25,4,Valeur ajustée de la deuxième taille en mètres,,,,,Operational,AI Engine
grib2/4/84/26,"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",26,1,Type du processus de production,((voir la table de code 4.3)),,4.3,,Operational,AI Engine
