ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/76/10,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational,Original
grib2/4/76/11,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational,Original
grib2/4/76/12-13,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",12-13,,Type de constituants chimiques de l'atmosphère,(voir la table de code 4.230),,,,Operational,Original
grib2/4/76/14,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",14,,Source ou puits,(voir la table de code 4.238),,,,Operational,Original
grib2/4/76/15,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",15,,Type du processus de production,(voir la table de code 4.3),,,,Operational,Original
grib2/4/76/16,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",16,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/76/17,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",17,,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/76/18-19,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",18-19,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note),,,,Operational,Original
grib2/4/76/20,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",20,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,Original
grib2/4/76/21,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",21,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Operational,Original
grib2/4/76/22-25,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",22-25,,Heure de la prévision exprimée dans l'unité précisée par l'octet 20,,,,,Operational,Original
grib2/4/76/26,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",26,,Type de la première surface spécifiée,(voir la table de code 4.5),,,,Operational,Original
grib2/4/76/27,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",27,,Facteur d'échelle - première surface spécifiée,,,,,Operational,Original
grib2/4/76/28-31,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",28-31,,Valeur ajustée - première surface spécifiée,,,,,Operational,Original
grib2/4/76/32,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",32,,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,,,Operational,Original
grib2/4/76/33,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",33,,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/76/34-37,"Modèle de définition du produit 4.76 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",34-37,,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,Original
