Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",12-13,,Type de constituants chimiques de l'atmosphère,(voir la table de code 4.230),,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",14-15,,Nombre (N) de modes de la distribution,(voir la note 1),,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",16-17,,Numéro du mode (I),,,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",18-19,,Type de fonction de distribution,(voir la table de code 4.240 et la note 2),,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",20,,"Nombre de paramètres de fonction qui suivent (Np), définis par le type indiqué aux octets 18 19 (Type de fonction de distribution)",,,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",,,"Répéter les 5 octets qui suivent pour le nombre de paramètres de fonction (n = 1, Np), si Np > 0",,,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",21+5(n-1),,"Liste des facteurs d'échelle du paramètre fixe de la distribution (p1-pNp), défini par le type de distribution aux octets 18-19",,,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",(22+5(n-1))-(25+5(n-1)),,"Liste des valeurs ajustées du paramètre fixe de la distribution (p1-pNp), défini par le type de distribution aux octets 18-19",,,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",21+5Np,,Type du processus de production,(voir la table de code 4.3),,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",22+5Np,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",23+5Np,,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",(24+5Np)-(25+5Np),,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 3),,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",26+5Np,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",27+5Np,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Operational
"Modèle de définition du produit 4.67 Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",(28+5Np)-(31+5Np),,Heure de la prévision exprimée dans l'unité précisée par l'octet précédent,(voir la note 4),,,,Operational
