ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/9/10,"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",10,1,Catégorie du paramètre,(voir la table de code 4.1),,4.1,,Operational,Original
grib2/4/9/11,"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",11,1,Numéro du paramètre,(voir la table de code 4.2),,4.2,,Operational,Original
grib2/4/9/12,"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",12,1,Type du processus de production,(voir la table de code 4.3),,4.3,,Operational,Original
grib2/4/9/13,"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",13,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/9/14,"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",14,1,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/9/15-16,"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",15-16,2,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 1),,,,Operational,Original
grib2/4/9/17,"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",17,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,Original
grib2/4/9/18,"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",18,1,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,4.4,,Operational,Original
grib2/4/9/19-22,"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",19-22,4,Heure de la prévision exprimée dans l'unité précisée par l'octet 18,(voir la note 2),,,,Operational,Original
grib2/4/9/23,"Modèle de définition du produit 4.9 — Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",23,1,Type de la première surface spécifiée,(voir la table de code 4.5),,4.5,,Operational,Original
